Date,Data,Depth
Unit,uW/m2/nm,m
2022-11-23 18:00:00,76.2260,-4.7900
2022-11-23 19:00:00,86.9110,-4.8500
2022-11-23 20:00:00,97.1130,-4.8000
2022-11-23 21:00:00,94.2620,-4.8500
2022-11-23 22:00:00,83.1220,-4.9300
2022-11-23 23:00:00,85.9270,-4.9100
2022-11-24 00:00:00,26.7140,-4.9600
2022-11-24 01:00:00,13.6430,-5.1000
2022-11-24 02:00:00,3.7580,-5.1100
2022-11-24 03:00:00,0.2070,-5.3100
2022-11-24 04:00:00,0.0090,-5.3100
2022-11-24 05:00:00,0.0090,-5.2800
2022-11-24 06:00:00,0.0090,-5.2500
2022-11-24 07:00:00,0.0210,-5.1900
2022-11-24 08:00:00,0.0150,-5.0600
2022-11-24 09:00:00,0.0210,-4.9300
2022-11-24 10:00:00,0.0210,-4.7300
2022-11-24 11:00:00,0.0210,-4.7000
2022-11-24 12:00:00,0.0090,-4.5600
2022-11-24 13:00:00,0.0570,-4.5300
2022-11-24 14:00:00,4.9590,-4.5400
2022-11-24 15:00:00,24.2240,-4.5500
2022-11-24 16:00:00,16.2950,-4.6100
2022-11-24 17:00:00,43.4390,-4.7000
2022-11-24 18:00:00,46.5180,-4.7900
2022-11-24 19:00:00,65.9720,-4.7900
2022-11-24 20:00:00,55.6220,-4.8200
2022-11-24 21:00:00,98.9350,-4.8100
2022-11-24 22:00:00,93.0420,-4.8200
2022-11-24 23:00:00,80.5570,-4.8700
2022-11-25 00:00:00,50.0740,-4.9600
2022-11-25 01:00:00,13.7250,-5.0500
2022-11-25 02:00:00,7.9610,-5.1400
2022-11-25 03:00:00,0.6340,-5.2600
2022-11-25 04:00:00,0.0090,-5.3400
2022-11-25 05:00:00,0.0150,-5.3800
2022-11-25 06:00:00,0.0150,-5.3400
2022-11-25 07:00:00,0.0090,-5.2500
2022-11-25 08:00:00,0.0090,-5.2500
2022-11-25 09:00:00,0.0150,-5.0500
2022-11-25 10:00:00,0.0150,-4.9000
2022-11-25 11:00:00,0.0150,-4.7900
2022-11-25 12:00:00,0.0150,-4.6200
2022-11-25 13:00:00,0.1650,-4.5800
2022-11-25 14:00:00,9.5280,-4.5300
2022-11-25 15:00:00,13.6990,-4.4900
2022-11-25 16:00:00,44.4710,-4.5300
2022-11-25 17:00:00,60.1720,-4.6100
2022-11-25 18:00:00,27.3340,-4.6600
2022-11-25 19:00:00,89.5370,-4.7300
2022-11-25 20:00:00,68.7950,-4.7900
2022-11-25 21:00:00,43.3700,-4.7900
2022-11-25 22:00:00,88.7580,-4.8200
2022-11-25 23:00:00,67.5430,-4.8200
2022-11-26 00:00:00,61.0290,-4.9600
2022-11-26 01:00:00,12.9020,-5.0200
2022-11-26 02:00:00,10.7330,-5.1000
2022-11-26 03:00:00,0.6880,-5.2500
2022-11-26 04:00:00,0.0210,-5.3100
2022-11-26 05:00:00,0.0210,-5.3400
2022-11-26 06:00:00,0.0210,-5.3400
2022-11-26 07:00:00,0.0210,-5.2700
2022-11-26 08:00:00,0.0210,-5.2600
2022-11-26 09:00:00,0.0210,-5.1000
2022-11-26 10:00:00,0.0210,-4.9600
2022-11-26 11:00:00,0.0210,-4.7900
2022-11-26 12:00:00,0.0210,-4.7000
2022-11-26 13:00:00,0.2010,-4.5300
2022-11-26 14:00:00,7.0590,-4.5200
2022-11-26 15:00:00,20.3350,-4.4900
2022-11-26 16:00:00,20.7270,-4.3800
