Date,Data,Depth
Unit,uW/m2/nm,m
2022-11-23 18:00:00,71.8650,-4.7900
2022-11-23 19:00:00,81.5690,-4.8500
2022-11-23 20:00:00,91.8300,-4.8000
2022-11-23 21:00:00,89.5570,-4.8500
2022-11-23 22:00:00,79.6180,-4.9300
2022-11-23 23:00:00,82.3810,-4.9100
2022-11-24 00:00:00,26.1550,-4.9600
2022-11-24 01:00:00,13.4670,-5.1000
2022-11-24 02:00:00,3.8510,-5.1100
2022-11-24 03:00:00,0.2420,-5.3100
2022-11-24 04:00:00,0.0250,-5.3100
2022-11-24 05:00:00,0.0250,-5.2800
2022-11-24 06:00:00,0.0340,-5.2500
2022-11-24 07:00:00,0.0470,-5.1900
2022-11-24 08:00:00,0.0380,-5.0600
2022-11-24 09:00:00,0.0650,-4.9300
2022-11-24 10:00:00,0.0430,-4.7300
2022-11-24 11:00:00,0.0650,-4.7000
2022-11-24 12:00:00,0.0120,-4.5600
2022-11-24 13:00:00,0.0600,-4.5300
2022-11-24 14:00:00,5.2030,-4.5400
2022-11-24 15:00:00,24.0530,-4.5500
2022-11-24 16:00:00,16.5110,-4.6100
2022-11-24 17:00:00,42.7970,-4.7000
2022-11-24 18:00:00,45.8350,-4.7900
2022-11-24 19:00:00,64.9450,-4.7900
2022-11-24 20:00:00,54.9190,-4.8200
2022-11-24 21:00:00,96.3760,-4.8100
2022-11-24 22:00:00,90.8100,-4.8200
2022-11-24 23:00:00,78.9650,-4.8700
2022-11-25 00:00:00,49.5000,-4.9600
2022-11-25 01:00:00,13.9740,-5.0500
2022-11-25 02:00:00,8.2530,-5.1400
2022-11-25 03:00:00,0.7840,-5.2600
2022-11-25 04:00:00,0.0380,-5.3400
2022-11-25 05:00:00,0.0380,-5.3800
2022-11-25 06:00:00,0.0380,-5.3400
2022-11-25 07:00:00,0.0290,-5.2500
2022-11-25 08:00:00,0.0340,-5.2500
2022-11-25 09:00:00,0.0380,-5.0500
2022-11-25 10:00:00,0.0380,-4.9000
2022-11-25 11:00:00,0.0380,-4.7900
2022-11-25 12:00:00,0.0380,-4.6200
2022-11-25 13:00:00,0.2250,-4.5800
2022-11-25 14:00:00,9.5790,-4.5300
2022-11-25 15:00:00,14.0820,-4.4900
