ID,BIV_susfeeder
279,0
280,0
281,0
282,0
283,0
284,0
285,0
286,0
287,0
288,0
289,0
290,0
291,0
292,0
293,0
294,0
295,0
296,0
297,0
298,0
299,0
300,0
301,0
302,0
303,0
304,0
305,0
306,0
307,0
308,0
309,0
310,0
311,0
312,0
313,0
314,0
315,0
316,0
317,0
318,0
319,0
320,0
321,0
322,0
323,0
324,0
325,0
326,0
327,0
328,0
329,0
330,0
331,0
332,0
333,0
334,0
335,0
336,0
337,0
338,0
339,0
340,0
341,0
342,0
343,0
344,0
345,0
346,0
347,0
348,0
349,0
350,0
351,0
352,0
353,0
354,0
355,0
356,0
357,0
358,0
359,0
360,0
361,0
362,0
363,0
364,0
365,0
366,0
367,0
368,0
369,0
370,0
371,0
372,0
373,0
374,0
375,0
376,0
377,0
378,0
379,0
380,0
381,0
382,0
383,0
384,0
385,0
386,0
387,0
388,0
389,0
390,0
391,0
392,0
393,0
394,0
395,0
396,0
397,0
398,0
399,0
400,0
401,0
402,0
403,0
404,0
405,0
406,0
407,0
408,0
409,0
410,0
411,0
412,0
413,0
414,0
415,0
416,0
417,0
418,0
419,0
420,0
421,0
422,0
423,0
424,0
425,0
426,0
427,0
428,0
429,0
430,0
431,0
432,0
433,0
434,0
435,0
436,0
437,0
438,0
439,0
440,0
441,0
442,0
443,0
444,0
445,0
446,0
447,0
448,0
449,0
450,0
451,0
452,0
453,0
454,0
455,0
456,0
457,0
458,0
459,0
460,0
461,0
462,0
463,0
464,0
465,0
466,0
467,0
468,0
469,0
470,0
471,0
472,0
473,0
474,0
475,0
476,0
477,0
478,0
479,0
480,0
481,0
482,0
483,0
484,0
485,0
486,0
487,0
488,0
489,0
490,0
491,0
492,0
493,0
494,0
495,0
496,0
497,0
498,0
499,0
500,0
501,0
502,0
503,0
504,0
505,0
506,0
507,0
508,0
509,0
510,0
511,0
512,0
513,0
514,0
515,0
516,0
517,0
518,0
519,0
520,0
521,0
522,0
523,0
524,0
525,0
526,0
527,0
528,0
529,0
530,0
531,0
532,0
533,0
534,0
535,0
536,0
537,0
538,0
539,0
540,0
541,0
542,0
543,0
544,0
545,0
546,0
547,0
548,0
549,0
550,0
551,0
552,0
553,0
554,0
555,0
556,0
557,0
558,0
559,0
560,0
561,0
562,0
563,0
564,0
565,0
566,0
567,0
568,0
569,0
570,0
571,0
572,0
573,0
574,0
575,0
576,0
577,0
578,0
579,0
580,0
581,0
582,0
583,0
584,0
585,0
586,0
587,0
588,0
589,0
590,0
591,0
592,0
593,0
594,0
595,0
596,0
597,0
598,0
599,0
600,0
601,0
602,0
603,0
604,0
605,0
606,0
607,0
608,0
609,0
610,0
611,0
612,0
613,0
614,0
615,0
616,0
617,0
618,0
619,0
620,0
621,0
622,0
623,0
624,0
625,0
626,0
627,0
628,0
629,0
630,0
631,0
632,0
633,0
634,0
635,0
636,0
637,0
638,0
639,0
640,0
641,0
642,0
643,0
644,0
645,0
646,0
647,0
648,0
649,0
650,0
651,0
652,0
653,0
654,0
655,0
656,0
657,0
658,0
659,0
660,0
661,0
662,0
663,0
664,0
665,0
666,0
667,0
668,0
669,0
670,0
671,0
672,0
673,0
674,0
675,0
676,0
677,0
678,0
679,0
680,0
681,0
682,0
683,0
684,0
685,0
686,0
687,0
688,0
689,0
690,0
691,0
692,0
693,0
694,0
695,0
696,0
697,0
698,0
699,0
700,0
701,0
702,0
703,0
704,0
705,0
706,0
707,0
708,0
709,0
710,0
711,0
712,0
713,0
714,0
715,0
716,0
717,0
718,0
719,0
720,0
721,0
722,0
723,0
724,0
725,0
726,0
727,0
728,0
729,0
730,0
731,0
732,0
733,0
734,0
735,0
736,0
737,0
738,0
739,0
740,0
741,0
742,0
743,0
744,0
745,0
746,0
747,0
748,0
749,0
750,0
751,0
752,0
753,0
754,0
755,0
756,0
757,0
758,0
759,0
760,0
761,0
762,0
763,0
764,0
765,0
766,0
767,0
768,0
769,0
770,0
771,0
772,0
773,0
774,0
775,0
776,0
777,0
778,0
779,0
780,0
781,0
782,0
783,0
784,0
785,0
786,0
787,0
788,0
789,0
790,0
791,0
792,0
793,0
794,0
795,0
796,0
797,0
798,0
799,0
800,0
801,0
802,0
803,0
804,0
805,0
806,0
807,0
808,0
809,0
810,0
811,0
812,0
813,0
814,0
815,0
816,0
817,0
818,0
819,0
820,0
821,0
822,0
823,0
824,0
825,0
826,0
827,0
828,0
829,0
830,0
831,0
832,0
833,0
834,0
835,0
836,0
837,0
838,0
839,0
840,0
841,0
842,0
843,0
844,0
845,0
846,0
847,0
848,0
849,0
850,0
851,0
852,0
853,0
854,0
855,0
856,0
857,0
858,0
859,0
860,0
861,0
862,0
863,0
864,0
865,0
866,0
867,0
868,0
869,0
870,0
871,0
872,0
873,0
874,0
875,0
876,0
877,0
878,0
879,0
880,0
881,0
882,0
883,0
884,0
885,0
886,0
887,0
888,0
889,0
890,0
891,0
892,0
893,0
894,0
895,0
896,0
897,0
898,0
899,0
900,0
901,0
902,0
903,0
904,0
905,0
906,0
907,0
908,0
909,0
910,0
911,0
912,0
913,0
914,0
915,0
916,0
917,0
918,0
919,0
920,0
921,0
922,0
923,0
924,0
925,0
926,0
927,0
928,0
929,0
930,0
931,0
932,0
933,0
934,0
935,0
936,0
937,0
938,0
939,0
940,0
941,0
942,0
943,0
944,0
945,0
946,0
947,0
948,0
949,0
950,0
951,0
952,0
953,0
954,0
955,0
956,0
957,0
958,0
959,0
960,0
961,0
962,0
963,0
964,0
965,0
966,0
967,0
968,0
969,0
970,0
971,0
972,0
973,0
974,0
975,0
976,0
977,0
978,0
979,0
980,0
981,0
982,0
983,0
984,0
985,0
986,0
987,0
988,100
989,100
990,0
991,100
992,100
993,100
994,100
995,100
996,100
997,100
998,100
999,100
1000,100
1001,100
1002,100
1003,100
1004,100
1005,100
1006,100
1007,100
1008,100
1009,100
1010,100
1011,100
1012,100
1013,100
1014,100
1015,100
1016,100
1017,100
1018,100
1019,100
1020,100
1021,100
1022,100
1023,100
1024,100
1025,100
1026,100
1027,100
1028,100
1029,100
1030,100
1031,100
1032,100
1033,100
1034,100
1035,100
1036,100
1037,100
1038,100
1039,100
1040,100
1041,100
1042,100
1043,100
1044,100
1045,100
1046,100
1047,100
1048,100
1049,100
1050,100
1051,100
1052,100
1053,100
1054,100
1055,0
1056,100
1057,100
1058,100
1059,27967
1060,27967
1061,27967
1062,27967
1063,100
1064,100
1065,100
1066,100
1067,100
1068,100
1069,100
1070,100
1071,27967
1072,27967
1073,100
1074,0
1075,100
1076,100
1077,0
1078,100
1079,27967
1080,27967
1081,100
1082,100
1083,100
1084,100
1085,27967
1086,100
1087,27967
1088,27967
1089,27967
1090,100
1091,100
1092,100
1093,100
1094,100
1095,100
1096,100
1097,100
1098,100
1099,27967
1100,27967
1101,100
1102,27967
1103,27967
1104,100
1105,27967
1106,27967
1107,27967
1108,100
1109,100
1110,100
1111,100
1112,100
1113,100
1114,100
1115,100
1116,27967
1117,27967
1118,100
1119,100
1120,100
1121,27967
1122,27967
1123,27967
1124,27967
1125,100
1126,27967
1127,27967
1128,27967
1129,27967
1130,27967
1131,100
1132,100
1133,27967
1134,100
1135,100
1136,100
1137,100
1138,100
1139,100
1140,27967
1141,100
1142,27967
1143,27967
1144,100
1145,63955
1146,63955
1147,63955
1148,100
1149,27967
1150,27967
1151,27967
1152,27967
1153,100
1154,27967
1155,27967
1156,27967
1157,27967
1158,27967
1159,100
1160,27967
1161,27967
1162,27967
1163,27967
1164,27967
1165,27967
1166,27967
1167,100
1168,100
1169,100
1170,100
1171,100
1172,100
1173,100
1174,27967
1175,100
1176,63955
1177,63955
1178,63955
1179,27967
1180,27967
1181,27967
1182,100
1183,27967
1184,100
1185,100
1186,27967
1187,27967
1188,100
1189,100
1190,100
1191,100
1192,27967
1193,100
1194,100
1195,100
1196,100
1197,100
1198,27967
1199,27967
1200,100
1201,27967
1202,27967
1203,100
1204,27967
1205,27967
1206,100
1207,100
1208,100
1209,27967
1210,100
1211,100
1212,100
1213,100
1214,100
1215,27967
1216,100
1217,100
1218,63955
1219,27967
1220,27967
1221,63955
1222,27967
1223,27967
1224,27967
1225,27967
1226,100
1227,100
1228,100
1229,100
1230,100
1231,100
1232,100
1233,27967
1234,100
1235,27967
1236,100
1237,100
1238,100
1239,100
1240,100
1241,100
1242,100
1243,100
1244,100
1245,100
1246,100
1247,100
1248,27967
1249,27967
1250,100
1251,100
1252,100
1253,100
1254,100
1255,100
1256,27967
1257,100
1258,100
1259,100
1260,63955
1261,100
1262,27967
1263,63955
1264,27967
1265,100
1266,27967
1267,27967
1268,27967
1269,27967
1270,27967
1271,100
1272,27967
1273,100
1274,27967
1275,100
1276,27967
1277,100
1278,100
1279,100
1280,27967
1281,100
1282,27967
1283,27967
1284,100
1285,27967
1286,100
1287,27967
1288,100
1289,100
1290,100
1291,27967
1292,27967
1293,100
1294,100
1295,100
1296,100
1297,100
1298,100
1299,100
1300,100
1301,100
1302,100
1303,100
1304,100
1305,100
1306,100
1307,100
1308,27967
1309,100
1310,100
1311,27967
1312,100
1313,63955
1314,100
1315,100
1316,27967
1317,100
1318,27967
1319,27967
1320,27967
1321,27967
1322,27967
1323,27967
1324,27967
1325,27967
1326,27967
1327,27967
1328,100
1329,100
1330,100
1331,27967
1332,100
1333,27967
1334,100
1335,27967
1336,100
1337,100
1338,27967
1339,27967
1340,27967
1341,100
1342,100
1343,100
1344,100
1345,100
1346,100
1347,27967
1348,100
1349,100
1350,100
1351,100
1352,100
1353,100
1354,100
1355,100
1356,100
1357,100
1358,100
1359,100
1360,100
1361,27967
1362,100
1363,63955
1364,27967
1365,63955
1366,100
1367,100
1368,100
1369,100
1370,100
1371,27967
1372,27967
1373,100
1374,100
1375,27967
1376,27967
1377,27967
1378,100
1379,27967
1380,27967
1381,27967
1382,27967
1383,27967
1384,100
1385,100
1386,100
1387,63955
1388,27967
1389,100
1390,27967
1391,100
1392,100
1393,100
1394,100
1395,100
1396,100
1397,27967
1398,27967
1399,100
1400,100
1401,100
1402,100
1403,100
1404,100
1405,100
1406,100
1407,100
1408,27967
1409,100
1410,100
1411,100
1412,100
1413,100
1414,100
1415,27967
1416,100
1417,27967
1418,100
1419,100
1420,27967
1421,100
1422,100
1423,100
1424,100
1425,100
1426,100
1427,100
1428,100
1429,100
1430,100
1431,100
1432,100
1433,100
1434,27967
1435,100
1436,27967
1437,100
1438,100
1439,27967
1440,27967
1441,27967
1442,27967
1443,27967
1444,27967
1445,100
1446,27967
1447,100
1448,100
1449,100
1450,100
1451,100
1452,100
1453,27967
1454,100
1455,100
1456,100
1457,100
1458,100
1459,100
1460,100
1461,100
1462,100
1463,100
1464,100
1465,100
1466,27967
1467,100
1468,100
1469,100
1470,100
1471,100
1472,100
1473,100
1474,100
1475,100
1476,100
1477,100
1478,100
1479,100
1480,100
1481,100
1482,100
1483,100
1484,100
1485,0
1486,100
1487,100
1488,100
1489,100
1490,27967
1491,100
1492,27967
1493,100
1494,100
1495,100
1496,100
1497,100
1498,27967
1499,27967
1500,27967
1501,27967
1502,100
1503,100
1504,27967
1505,27967
1506,27967
1507,27967
1508,27967
1509,27967
1510,100
1511,100
1512,100
1513,63955
1514,100
1515,100
1516,100
1517,100
1518,100
1519,100
1520,100
1521,100
1522,27967
1523,100
1524,100
1525,100
1526,100
1527,100
1528,100
1529,100
1530,100
1531,27967
1532,27967
1533,100
1534,27967
1535,100
1536,27967
1537,100
1538,100
1539,100
1540,100
1541,100
1542,100
1543,100
1544,27967
1545,27967
1546,100
1547,100
1548,100
1549,100
1550,100
1551,100
1552,100
1553,0
1554,63955
1555,100
1556,100
1557,100
1558,63955
1559,100
1560,100
1561,100
1562,100
1563,100
1564,100
1565,100
1566,100
1567,100
1568,27967
1569,27967
1570,100
1571,100
1572,27967
1573,100
1574,27967
1575,27967
1576,27967
1577,27967
1578,27967
1579,27967
1580,27967
1581,100
1582,27967
1583,100
1584,100
1585,100
1586,100
1587,100
1588,100
1589,100
1590,100
1591,100
1592,100
1593,100
1594,100
1595,100
1596,100
1597,27967
1598,27967
1599,100
1600,27967
1601,27967
1602,100
1603,100
1604,100
1605,100
1606,100
1607,100
1608,100
1609,100
1610,27967
1611,100
1612,100
1613,100
1614,27967
1615,100
1616,100
1617,100
1618,100
1619,100
1620,100
1621,27967
1622,27967
1623,100
1624,27967
1625,100
1626,100
1627,100
1628,100
1629,100
1630,0
1631,63955
1632,100
1633,100
1634,100
1635,63955
1636,100
1637,100
1638,100
1639,100
1640,100
1641,100
1642,100
1643,100
1644,100
1645,100
1646,27967
1647,100
1648,100
1649,27967
1650,100
1651,100
1652,27967
1653,27967
1654,27967
1655,27967
1656,27967
1657,27967
1658,27967
1659,27967
1660,100
1661,100
1662,100
1663,100
1664,100
1665,100
1666,100
1667,100
1668,100
1669,100
1670,100
1671,100
1672,100
1673,100
1674,100
1675,100
1676,100
1677,27967
1678,27967
1679,100
1680,27967
1681,27967
1682,100
1683,27967
1684,100
1685,100
1686,100
1687,100
1688,100
1689,100
1690,100
1691,100
1692,100
1693,100
1694,100
1695,100
1696,100
1697,100
1698,100
1699,100
1700,27967
1701,27967
1702,100
1703,27967
1704,100
1705,100
1706,100
1707,100
1708,0
1709,63955
1710,100
1711,100
1712,100
1713,100
1714,100
1715,100
1716,100
1717,100
1718,100
1719,100
1720,100
1721,100
1722,100
1723,100
1724,100
1725,100
1726,27967
1727,100
1728,27967
1729,27967
1730,27967
1731,100
1732,100
1733,27967
1734,100
1735,27967
1736,100
1737,100
1738,27967
1739,27967
1740,100
1741,100
1742,100
1743,27967
1744,100
1745,27967
1746,100
1747,100
1748,100
1749,27967
1750,100
1751,100
1752,27967
1753,100
1754,27967
1755,27967
1756,100
1757,27967
1758,27967
1759,27967
1760,27967
1761,27967
1762,100
1763,100
1764,100
1765,100
1766,100
1767,27967
1768,27967
1769,100
1770,27967
1771,100
1772,100
1773,100
1774,100
1775,100
1776,100
1777,100
1778,100
1779,100
1780,100
1781,27967
1782,100
1783,27967
1784,27967
1785,100
1786,100
1787,100
1788,100
1789,0
1790,100
1791,0
1792,100
1793,100
1794,100
1795,100
1796,100
1797,100
1798,100
1799,100
1800,100
1801,100
1802,100
1803,100
1804,100
1805,100
1806,100
1807,100
1808,100
1809,100
1810,100
1811,100
1812,100
1813,100
1814,27967
1815,100
1816,100
1817,100
1818,100
1819,100
1820,27967
1821,27967
1822,27967
1823,27967
1824,27967
1825,27967
1826,100
1827,100
1828,100
1829,27967
1830,100
1831,27967
1832,27967
1833,100
1834,100
1835,100
1836,100
1837,100
1838,100
1839,100
1840,100
1841,27967
1842,27967
1843,27967
1844,100
1845,27967
1846,27967
1847,27967
1848,27967
1849,100
1850,100
1851,27967
1852,100
1853,100
1854,27967
1855,100
1856,100
1857,27967
1858,27967
1859,100
1860,27967
1861,100
1862,100
1863,100
1864,100
1865,100
1866,27967
1867,27967
1868,100
1869,27967
1870,100
1871,100
1872,100
1873,100
1874,100
1875,27967
1876,27967
1877,100
1878,100
1879,100
1880,100
1881,100
1882,100
1883,100
1884,100
1885,100
1886,100
1887,100
1888,100
1889,100
1890,100
1891,100
1892,100
1893,100
1894,100
1895,27967
1896,100
1897,27967
1898,100
1899,100
1900,100
1901,100
1902,27967
1903,27967
1904,100
1905,100
1906,100
1907,100
1908,100
1909,100
1910,100
1911,100
1912,27967
1913,100
1914,100
1915,100
1916,100
1917,100
1918,100
1919,100
1920,27967
1921,27967
1922,100
1923,27967
1924,100
1925,27967
1926,27967
1927,100
1928,27967
1929,27967
1930,27967
1931,27967
1932,27967
1933,27967
1934,100
1935,100
1936,100
1937,100
1938,27967
1939,27967
1940,100
1941,100
1942,100
1943,100
1944,27967
1945,100
1946,100
1947,27967
1948,100
1949,100
1950,100
1951,100
1952,100
1953,100
1954,100
1955,27967
1956,27967
1957,63955
1958,27967
1959,100
1960,100
1961,100
1962,100
1963,100
1964,100
1965,100
1966,27967
1967,27967
1968,100
1969,100
1970,100
1971,100
1972,100
1973,100
1974,100
1975,100
1976,100
1977,100
1978,100
1979,100
1980,100
1981,100
1982,100
1983,100
1984,100
1985,27967
1986,100
1987,27967
1988,100
1989,100
1990,100
1991,100
1992,100
1993,100
1994,100
1995,100
1996,100
1997,100
1998,100
1999,0
2000,100
2001,100
2002,100
2003,100
2004,100
2005,100
2006,100
2007,100
2008,100
2009,100
2010,100
2011,100
2012,100
2013,27967
2014,27967
2015,27967
2016,27967
2017,27967
2018,27967
2019,27967
2020,27967
2021,27967
2022,100
2023,0
2024,0
2025,100
2026,100
2027,0
2028,27967
2029,100
2030,0
2031,100
2032,100
2033,27967
2034,27967
2035,100
2036,0
2037,27967
2038,100
2039,100
2040,100
2041,63955
2042,27967
2043,100
2044,27967
2045,27967
2046,27967
2047,100
2048,100
2049,100
2050,27967
2051,27967
2052,27967
2053,100
2054,100
2055,27967
2056,100
2057,27967
2058,100
2059,100
2060,100
2061,100
2062,100
2063,100
2064,100
2065,27967
2066,100
2067,100
2068,100
2069,100
2070,100
2071,100
2072,100
2073,100
2074,100
2075,100
2076,100
2077,100
2078,100
2079,100
2080,100
2081,100
2082,100
2083,100
2084,27967
2085,27967
2086,27967
2087,27967
2088,0
2089,0
2090,0
2091,0
2092,0
2093,0
2094,0
2095,100
2096,0
2097,100
2098,100
2099,100
2100,0
2101,0
2102,0
2103,27967
2104,27967
2105,100
2106,100
2107,100
2108,27967
2109,27967
2110,27967
2111,27967
2112,27967
2113,100
2114,100
2115,0
2116,0
2117,0
2118,100
2119,100
2120,27967
2121,0
2122,27967
2123,0
2124,0
2125,100
2126,27967
2127,0
2128,100
2129,100
2130,100
2131,100
2132,100
2133,100
2134,27967
2135,100
2136,27967
2137,27967
2138,27967
2139,27967
2140,27967
2141,27967
2142,100
2143,100
2144,100
2145,27967
2146,100
2147,100
2148,100
2149,100
2150,100
2151,27967
2152,100
2153,100
2154,100
2155,100
2156,100
2157,100
2158,100
2159,100
2160,100
2161,100
2162,100
2163,100
2164,100
2165,100
2166,100
2167,100
2168,100
2169,100
2170,100
2171,100
2172,100
2173,100
2174,100
2175,100
2176,100
2177,100
2178,100
2179,100
2180,0
2181,27967
2182,100
2183,0
2184,0
2185,0
2186,0
2187,0
2188,0
2189,0
2190,0
2191,0
2192,0
2193,100
2194,0
2195,0
2196,0
2197,0
2198,0
2199,0
2200,27967
2201,100
2202,100
2203,100
2204,100
2205,0
2206,100
2207,100
2208,100
2209,100
2210,100
2211,27967
2212,100
2213,100
2214,100
2215,0
2216,0
2217,0
2218,0
2219,100
2220,100
2221,100
2222,100
2223,0
2224,0
2225,27967
2226,100
2227,100
2228,0
2229,100
2230,0
2231,100
2232,100
2233,0
2234,27967
2235,0
2236,0
2237,27967
2238,27967
2239,100
2240,100
2241,100
2242,100
2243,100
2244,100
2245,100
2246,100
2247,100
2248,100
2249,100
2250,100
2251,100
2252,100
2253,100
2254,27967
2255,100
2256,100
2257,100
2258,27967
2259,100
2260,100
2261,100
2262,100
2263,100
2264,100
2265,100
2266,100
2267,100
2268,100
2269,100
2270,100
2271,100
2272,100
2273,100
2274,100
2275,100
2276,100
2277,100
2278,100
2279,100
2280,27967
2281,0
2282,0
2283,0
2284,27967
2285,0
2286,0
2287,0
2288,0
2289,0
2290,0
2291,0
2292,0
2293,0
2294,0
2295,0
2296,0
2297,0
2298,0
2299,0
2300,0
2301,0
2302,0
2303,0
2304,0
2305,27967
2306,100
2307,100
2308,100
2309,0
2310,100
2311,0
2312,0
2313,100
2314,27967
2315,100
2316,100
2317,100
2318,100
2319,100
2320,100
2321,100
2322,100
2323,100
2324,100
2325,100
2326,100
2327,0
2328,0
2329,100
2330,100
2331,100
2332,100
2333,0
2334,0
2335,100
2336,100
2337,100
2338,0
2339,0
2340,0
2341,0
2342,0
2343,0
2344,0
2345,0
2346,27967
2347,100
2348,0
2349,0
2350,0
2351,27967
2352,27967
2353,27967
2354,27967
2355,100
2356,100
2357,100
2358,100
2359,100
2360,100
2361,100
2362,0
2363,27967
2364,100
2365,100
2366,0
2367,0
2368,0
2369,0
2370,0
2371,0
2372,0
2373,100
2374,100
2375,100
2376,100
2377,100
2378,100
2379,100
2380,100
2381,100
2382,100
2383,100
2384,100
2385,100
2386,100
2387,100
2388,100
2389,100
2390,100
2391,27967
2392,100
2393,100
2394,27967
2395,0
2396,0
2397,0
2398,0
2399,100
2400,0
2401,100
2402,0
2403,0
2404,0
2405,0
2406,0
2407,0
2408,0
2409,0
2410,0
2411,0
2412,0
2413,0
2414,0
2415,0
2416,0
2417,0
2418,0
2419,0
2420,0
2421,0
2422,0
2423,0
2424,0
2425,100
2426,0
2427,0
2428,100
2429,0
2430,100
2431,0
2432,100
2433,0
2434,100
2435,100
2436,100
2437,100
2438,100
2439,100
2440,100
2441,100
2442,100
2443,100
2444,100
2445,100
2446,100
2447,100
2448,0
2449,100
2450,100
2451,100
2452,100
2453,100
2454,100
2455,100
2456,0
2457,100
2458,100
2459,100
2460,0
2461,0
2462,0
2463,0
2464,0
2465,0
2466,0
2467,100
2468,0
2469,0
2470,0
2471,0
2472,0
2473,100
2474,100
2475,0
2476,0
2477,27967
2478,27967
2479,100
2480,27967
2481,100
2482,100
2483,27967
2484,0
2485,0
2486,0
2487,0
2488,0
2489,0
2490,0
2491,100
2492,0
2493,27967
2494,100
2495,100
2496,100
2497,100
2498,0
2499,100
2500,0
2501,100
2502,100
2503,100
2504,100
2505,100
2506,100
2507,100
2508,100
2509,100
2510,100
2511,100
2512,27967
2513,100
2514,100
2515,27967
2516,0
2517,0
2518,0
2519,27967
2520,0
2521,0
2522,0
2523,100
2524,0
2525,0
2526,0
2527,0
2528,0
2529,0
2530,0
2531,0
2532,0
2533,0
2534,0
2535,0
2536,0
2537,0
2538,0
2539,0
2540,0
2541,0
2542,0
2543,0
2544,0
2545,0
2546,0
2547,0
2548,0
2549,0
2550,0
2551,0
2552,0
2553,0
2554,0
2555,0
2556,100
2557,0
2558,100
2559,0
2560,100
2561,100
2562,100
2563,100
2564,100
2565,100
2566,100
2567,100
2568,100
2569,100
2570,100
2571,100
2572,100
2573,100
2574,100
2575,100
2576,100
2577,0
2578,0
2579,0
2580,100
2581,100
2582,100
2583,100
2584,100
2585,100
2586,0
2587,0
2588,0
2589,0
2590,0
2591,0
2592,0
2593,0
2594,0
2595,0
2596,100
2597,0
2598,0
2599,100
2600,0
2601,100
2602,0
2603,100
2604,100
2605,100
2606,100
2607,27967
2608,100
2609,100
2610,0
2611,100
2612,0
2613,0
2614,0
2615,0
2616,0
2617,0
2618,100
2619,100
2620,100
2621,100
2622,100
2623,0
2624,100
2625,0
2626,100
2627,100
2628,100
2629,100
2630,100
2631,100
2632,100
2633,100
2634,100
2635,100
2636,0
2637,100
2638,100
2639,0
2640,0
2641,0
2642,0
2643,0
2644,0
2645,0
2646,0
2647,0
2648,100
2649,0
2650,0
2651,0
2652,0
2653,0
2654,0
2655,0
2656,0
2657,0
2658,0
2659,0
2660,0
2661,0
2662,0
2663,0
2664,0
2665,0
2666,0
2667,0
2668,0
2669,0
2670,0
2671,0
2672,0
2673,0
2674,0
2675,0
2676,0
2677,0
2678,0
2679,0
2680,0
2681,0
2682,0
2683,0
2684,0
2685,0
2686,0
2687,0
2688,0
2689,100
2690,0
2691,0
2692,0
2693,0
2694,100
2695,100
2696,100
2697,100
2698,100
2699,100
2700,100
2701,100
2702,100
2703,100
2704,100
2705,0
2706,100
2707,100
2708,0
2709,100
2710,0
2711,100
2712,100
2713,100
2714,100
2715,100
2716,100
2717,100
2718,100
2719,0
2720,0
2721,0
2722,0
2723,100
2724,0
2725,0
2726,0
2727,0
2728,0
2729,0
2730,0
2731,100
2732,0
2733,0
2734,0
2735,100
2736,100
2737,100
2738,100
2739,27967
2740,100
2741,100
2742,0
2743,100
2744,0
2745,100
2746,0
2747,0
2748,0
2749,100
2750,100
2751,100
2752,100
2753,100
2754,100
2755,100
2756,100
2757,100
2758,100
2759,100
2760,100
2761,100
2762,100
2763,100
2764,100
2765,100
2766,100
2767,100
2768,100
2769,0
2770,100
2771,0
2772,27967
2773,100
2774,0
2775,0
2776,0
2777,0
2778,0
2779,100
2780,0
2781,0
2782,0
2783,0
2784,0
2785,0
2786,0
2787,0
2788,0
2789,0
2790,0
2791,0
2792,0
2793,0
2794,0
2795,0
2796,0
2797,0
2798,0
2799,0
2800,0
2801,0
2802,0
2803,0
2804,0
2805,0
2806,0
2807,0
2808,0
2809,0
2810,0
2811,0
2812,0
2813,0
2814,0
2815,0
2816,0
2817,0
2818,0
2819,0
2820,0
2821,0
2822,0
2823,0
2824,0
2825,100
2826,100
2827,100
2828,100
2829,100
2830,100
2831,100
2832,100
2833,100
2834,100
2835,100
2836,0
2837,100
2838,100
2839,0
2840,0
2841,0
2842,100
2843,100
2844,100
2845,100
2846,100
2847,100
2848,100
2849,100
2850,0
2851,0
2852,100
2853,0
2854,0
2855,0
2856,0
2857,0
2858,0
2859,0
2860,0
2861,0
2862,0
2863,100
2864,27967
2865,0
2866,27967
2867,100
2868,100
2869,100
2870,27967
2871,100
2872,100
2873,0
2874,0
2875,100
2876,0
2877,100
2878,100
2879,100
2880,100
2881,100
2882,100
2883,100
2884,100
2885,100
2886,100
2887,100
2888,100
2889,100
2890,100
2891,100
2892,100
2893,0
2894,100
2895,100
2896,100
2897,100
2898,100
2899,100
2900,100
2901,100
2902,0
2903,0
2904,0
2905,0
2906,100
2907,0
2908,27967
2909,27967
2910,0
2911,0
2912,100
2913,100
2914,0
2915,0
2916,0
2917,0
