ID,MAC_seagrass_ag,MAC_seagrass_bg,MAC_seagrass_fr,NCS_fs1,PHY_mpb
    94,17895.9499,17895.9499,0.0000,0.0000,20.0000
    95,17891.7455,17891.7455,0.0000,0.0000,20.0000
    96,17891.8535,17891.8535,0.0000,0.0000,20.0000
    97,17893.1305,17893.1305,0.0000,0.0000,20.0000
    98,17896.2643,17896.2643,0.0000,0.0000,20.0000
    99,17896.1759,17896.1759,0.0000,0.0000,20.0000
   100,17890.7928,17890.7928,0.0000,0.0000,20.0000
   101,17891.8928,17891.8928,0.0000,0.0000,20.0000
   102,0.0000,0.0000,0.0000,0.4000,20.0000
   103,0.0000,0.0000,0.0000,0.4000,20.0000
   104,0.0000,0.0000,0.0000,0.4000,20.0000
   105,0.0000,0.0000,0.0000,0.4000,20.0000
   106,0.0000,0.0000,0.0000,0.4000,20.0000
   107,0.0000,0.0000,0.0000,0.4000,20.0000
   108,0.0000,0.0000,0.0000,0.4000,20.0000
   109,0.0000,0.0000,0.0000,0.4000,20.0000
   110,0.0000,0.0000,0.0000,0.4000,20.0000
   111,0.0000,0.0000,0.0000,0.4000,20.0000
   112,0.0000,0.0000,0.0000,0.4000,20.0000
   113,17893.7788,17893.7788,0.0000,0.0000,20.0000
   114,17894.0440,17894.0440,0.0000,0.0000,20.0000
   115,17891.0580,17891.0580,0.0000,0.0000,20.0000
   116,17892.7179,17892.7179,0.0000,0.0000,20.0000
   117,17895.2917,17895.2917,0.0000,0.0000,20.0000
   118,17896.1759,17896.1759,0.0000,0.0000,20.0000
   119,17886.4914,17886.4914,0.0000,0.0000,20.0000
   120,17896.1759,17896.1759,0.0000,0.0000,20.0000
   121,17882.1911,17882.1911,0.0000,0.0000,20.0000
   122,0.0000,0.0000,0.0000,0.4000,20.0000
   123,0.0000,0.0000,0.0000,0.4000,20.0000
   124,0.0000,0.0000,0.0000,0.4000,20.0000
   125,0.0000,0.0000,0.0000,0.4000,20.0000
   126,0.0000,0.0000,0.0000,0.4000,20.0000
   127,0.0000,0.0000,0.0000,0.4000,20.0000
   128,0.0000,0.0000,0.0000,0.4000,20.0000
   129,0.0000,0.0000,0.0000,0.4000,20.0000
   130,0.0000,0.0000,0.0000,0.4000,20.0000
   131,0.0000,0.0000,0.0000,0.4000,20.0000
   132,0.0000,0.0000,0.0000,0.4000,20.0000
   133,0.0000,0.0000,0.0000,0.4000,20.0000
   134,0.0000,0.0000,0.0000,0.4000,20.0000
   135,0.0000,0.0000,0.0000,0.4000,20.0000
   136,17889.0053,17889.0053,0.0000,0.0000,20.0000
   137,17888.2982,17888.2982,0.0000,0.0000,20.0000
   138,17892.1679,17892.1679,0.0000,0.0000,20.0000
   139,17885.5979,17885.5979,0.0000,0.0000,20.0000
   140,17876.4294,17876.4294,0.0000,0.0000,20.0000
   141,16037.6862,16037.6862,0.0000,0.0409,20.0000
   142,17895.7731,17895.7731,0.0000,0.0000,20.0000
   143,17896.1562,17896.1562,0.0000,0.0000,20.0000
   144,17863.3917,17863.3917,0.0000,0.0000,20.0000
   145,17859.9401,17859.9401,0.0000,0.0000,20.0000
   146,0.0000,0.0000,0.0000,0.4000,20.0000
   147,17811.6094,17811.6094,0.0000,0.0000,20.0000
   148,0.0000,0.0000,0.0000,0.4000,20.0000
   149,0.0000,0.0000,0.0000,0.4000,20.0000
   150,0.0000,0.0000,0.0000,0.4000,20.0000
   151,0.0000,0.0000,0.0000,0.4000,20.0000
   152,0.0000,0.0000,0.0000,0.4000,20.0000
   153,0.0000,0.0000,0.0000,0.4000,20.0000
   154,0.0000,0.0000,0.0000,0.4000,20.0000
   155,0.0000,0.0000,0.0000,0.4000,20.0000
   156,0.0000,0.0000,0.0000,0.4000,20.0000
   157,0.0000,0.0000,0.0000,0.4000,20.0000
   158,0.0000,0.0000,0.0000,0.4000,20.0000
   159,0.0000,0.0000,0.0000,0.4000,20.0000
   160,0.0000,0.0000,0.0000,0.4000,20.0000
   161,0.0000,0.0000,0.0000,0.4000,20.0000
   162,0.0000,0.0000,0.0000,0.4000,20.0000
   163,0.0000,0.0000,0.0000,0.4000,20.0000
   164,0.0000,0.0000,0.0000,0.4000,20.0000
   165,0.0000,0.0000,0.0000,0.4000,20.0000
   166,17878.1175,17878.1175,0.0000,0.0000,20.0000
   167,17869.5807,17869.5807,0.0000,0.0000,20.0000
   168,0.0000,0.0000,0.0000,0.4000,20.0000
   169,0.0000,0.0000,0.0000,0.4000,20.0000
   170,17882.8292,17882.8292,0.0000,0.0000,20.0000
   171,17894.5058,17894.5058,0.0000,0.0000,20.0000
   172,9932.8935,9932.8935,0.0000,0.1772,20.0000
   173,17849.7657,17849.7657,0.0000,0.0000,20.0000
   174,0.0019,0.0019,0.0000,0.4000,20.0000
   175,0.0000,0.0000,0.0000,0.4000,20.0000
   176,0.0000,0.0000,0.0000,0.4000,20.0000
   177,17896.1464,17896.1464,0.0000,0.0000,20.0000
   178,0.0000,0.0000,0.0000,0.4000,20.0000
   179,0.0000,0.0000,0.0000,0.4000,20.0000
   180,0.0000,0.0000,0.0000,0.4000,20.0000
   181,0.0000,0.0000,0.0000,0.4000,20.0000
   182,0.0000,0.0000,0.0000,0.4000,20.0000
   183,0.0000,0.0000,0.0000,0.4000,20.0000
   184,0.0000,0.0000,0.0000,0.4000,20.0000
   185,0.0000,0.0000,0.0000,0.4000,20.0000
   186,0.0000,0.0000,0.0000,0.4000,20.0000
   187,0.0000,0.0000,0.0000,0.4000,20.0000
   188,0.0000,0.0000,0.0000,0.4000,20.0000
   189,0.0000,0.0000,0.0000,0.4000,20.0000
   190,0.0000,0.0000,0.0000,0.4000,20.0000
   191,0.0000,0.0000,0.0000,0.4000,20.0000
   192,0.0000,0.0000,0.0000,0.4000,20.0000
   193,1181.3651,1181.3651,0.0000,0.3736,20.0000
   194,0.0000,0.0000,0.0000,0.4000,20.0000
   195,0.0000,0.0000,0.0000,0.4000,20.0000
   196,0.0000,0.0000,0.0000,0.4000,20.0000
   197,0.0000,0.0000,0.0000,0.4000,20.0000
   198,0.0000,0.0000,0.0000,0.4000,20.0000
   199,0.0000,0.0000,0.0000,0.4000,20.0000
   200,17873.9075,17873.9075,0.0000,0.0000,20.0000
   201,0.0000,0.0000,0.0000,0.4000,20.0000
   202,0.0000,0.0000,0.0000,0.4000,20.0000
   203,0.0000,0.0000,0.0000,0.4000,20.0000
   204,0.0000,0.0000,0.0000,0.4000,20.0000
   205,0.0000,0.0000,0.0000,0.4000,20.0000
   206,17893.2385,17893.2385,0.0000,0.0000,20.0000
   207,17896.0776,17896.0776,0.0000,0.0000,20.0000
   208,0.0000,0.0000,0.0000,0.4000,20.0000
   209,0.0000,0.0000,0.0000,0.4000,20.0000
   210,0.0000,0.0000,0.0000,0.4000,20.0000
   211,0.0000,0.0000,0.0000,0.4000,20.0000
   212,0.0000,0.0000,0.0000,0.4000,20.0000
   213,0.0000,0.0000,0.0000,0.4000,20.0000
   214,0.0000,0.0000,0.0000,0.4000,20.0000
   215,0.0000,0.0000,0.0000,0.4000,20.0000
   216,0.0000,0.0000,0.0000,0.4000,20.0000
   217,17369.5513,17369.5513,0.0000,0.0000,20.0000
   218,0.0000,0.0000,0.0000,0.4000,20.0000
   219,0.0000,0.0000,0.0000,0.4000,20.0000
   220,17883.5066,17883.5066,0.0000,0.0000,20.0000
   221,17872.6515,17872.6515,0.0000,0.0000,20.0000
   222,17888.0135,17888.0135,0.0000,0.0000,20.0000
   223,17811.3161,17811.3161,0.0000,0.0000,20.0000
   224,17891.5589,17891.5589,0.0000,0.0000,20.0000
   225,17892.3643,17892.3643,0.0000,0.0000,20.0000
   226,17891.1071,17891.1071,0.0000,0.0000,20.0000
   227,15539.5684,15539.5684,0.0000,0.0526,20.0000
   228,0.0000,0.0000,0.0000,0.4000,20.0000
   229,17892.6197,17892.6197,0.0000,0.0000,20.0000
   230,0.0000,0.0000,0.0000,0.4000,20.0000
   231,0.0000,0.0000,0.0000,0.4000,20.0000
   232,0.0000,0.0000,0.0000,0.4000,20.0000
   233,0.0000,0.0000,0.0000,0.4000,20.0000
   234,0.0000,0.0000,0.0000,0.4000,20.0000
   235,0.0000,0.0000,0.0000,0.4000,20.0000
   236,17895.9990,17895.9990,0.0000,0.0000,20.0000
   237,0.0000,0.0000,0.0000,0.4000,20.0000
   238,0.0000,0.0000,0.0000,0.4000,20.0000
   239,0.0000,0.0000,0.0000,0.4000,20.0000
   240,0.0000,0.0000,0.0000,0.4000,20.0000
   241,0.0000,0.0000,0.0000,0.4000,20.0000
   242,0.0000,0.0000,0.0000,0.4000,20.0000
   243,0.0000,0.0000,0.0000,0.4000,20.0000
   244,0.0000,0.0000,0.0000,0.4000,20.0000
   245,17674.2399,17674.2399,0.0000,0.0000,20.0000
   246,0.0000,0.0000,0.0000,0.4000,20.0000
   247,17849.9910,17849.9910,0.0000,0.0000,20.0000
   248,0.0000,0.0000,0.0000,0.4000,20.0000
   249,0.0000,0.0000,0.0000,0.4000,20.0000
   250,17890.1249,17890.1249,0.0000,0.0000,20.0000
   251,17889.3687,17889.3687,0.0000,0.0000,20.0000
   252,17874.3392,17874.3392,0.0000,0.0000,20.0000
   253,17890.7200,17890.7200,0.0000,0.0000,20.0000
   254,17884.3018,17884.3018,0.0000,0.0000,20.0000
   255,17883.9975,17883.9975,0.0000,0.0000,20.0000
   256,0.0000,0.0000,0.0000,0.4000,20.0000
   257,17890.3410,17890.3410,0.0000,0.0000,20.0000
   258,17895.7829,17895.7829,0.0000,0.0000,20.0000
   259,0.0000,0.0000,0.0000,0.4000,20.0000
   260,0.0000,0.0000,0.0000,0.4000,20.0000
   261,0.0000,0.0000,0.0000,0.4000,20.0000
   262,0.0000,0.0000,0.0000,0.4000,20.0000
   263,0.0000,0.0000,0.0000,0.4000,20.0000
   264,0.0000,0.0000,0.0000,0.4000,20.0000
   265,0.0000,0.0000,0.0000,0.4000,20.0000
   266,0.0000,0.0000,0.0000,0.4000,20.0000
   267,0.0000,0.0000,0.0000,0.4000,20.0000
   268,0.0000,0.0000,0.0000,0.4000,20.0000
   269,0.0000,0.0000,0.0000,0.4000,20.0000
   270,0.0000,0.0000,0.0000,0.4000,20.0000
   271,0.0000,0.0000,0.0000,0.4000,20.0000
   272,0.0000,0.0000,0.0000,0.4000,20.0000
   273,0.0000,0.0000,0.0000,0.4000,20.0000
   274,0.0000,0.0000,0.0000,0.4000,20.0000
   275,0.0000,0.0000,0.0000,0.4000,20.0000
   276,0.0000,0.0000,0.0000,0.4000,20.0000
   277,0.0000,0.0000,0.0000,0.4000,20.0000
   278,0.0000,0.0000,0.0000,0.4000,20.0000
   279,0.0000,0.0000,0.0000,0.4000,20.0000
   280,0.0000,0.0000,0.0000,0.4000,20.0000
   281,17843.8480,17843.8480,0.0000,0.0000,20.0000
   282,0.0000,0.0000,0.0000,0.4000,20.0000
   283,0.0000,0.0000,0.0000,0.4000,20.0000
   284,0.0000,0.0000,0.0000,0.4000,20.0000
   285,17842.0456,17842.0456,0.0000,0.0000,20.0000
   286,0.0000,0.0000,0.0000,0.4000,20.0000
   287,0.0000,0.0000,0.0000,0.4000,20.0000
   288,0.0000,0.0000,0.0000,0.4000,20.0000
   289,0.0000,0.0000,0.0000,0.4000,20.0000
   290,0.0000,0.0000,0.0000,0.4000,20.0000
   291,17889.1035,17889.1035,0.0000,0.0000,20.0000
   292,0.0000,0.0000,0.0000,0.4000,20.0000
   293,0.0000,0.0000,0.0000,0.4000,20.0000
   294,0.0000,0.0000,0.0000,0.4000,20.0000
   295,0.0000,0.0000,0.0000,0.4000,20.0000
   296,0.0000,0.0000,0.0000,0.4000,20.0000
   297,0.0000,0.0000,0.0000,0.4000,20.0000
   298,0.0000,0.0000,0.0000,0.4000,20.0000
   299,0.0000,0.0000,0.0000,0.4000,20.0000
   300,0.0000,0.0000,0.0000,0.4000,20.0000
   301,0.0000,0.0000,0.0000,0.4000,20.0000
   302,0.0000,0.0000,0.0000,0.4000,20.0000
   303,0.0000,0.0000,0.0000,0.4000,20.0000
   304,0.0000,0.0000,0.0000,0.4000,20.0000
   305,16237.2585,16237.2585,0.0000,0.0000,20.0000
   306,0.0000,0.0000,0.0000,0.4000,20.0000
   307,0.0000,0.0000,0.0000,0.4000,20.0000
   308,0.0000,0.0000,0.0000,0.4000,20.0000
   309,0.0000,0.0000,0.0000,0.4000,20.0000
   310,0.0000,0.0000,0.0000,0.4000,20.0000
   311,0.0000,0.0000,0.0000,0.4000,20.0000
   312,0.0000,0.0000,0.0000,0.4000,20.0000
   313,0.0000,0.0000,0.0000,0.4000,20.0000
   314,0.0000,0.0000,0.0000,0.4000,20.0000
   315,0.0000,0.0000,0.0000,0.4000,20.0000
   316,0.0000,0.0000,0.0000,0.4000,20.0000
   317,0.0000,0.0000,0.0000,0.4000,20.0000
   318,17694.6858,17694.6858,0.0000,0.0000,20.0000
   319,0.0000,0.0000,0.0000,0.4000,20.0000
   320,0.0000,0.0000,0.0000,0.4000,20.0000
   321,0.0000,0.0000,0.0000,0.4000,20.0000
   322,0.0000,0.0000,0.0000,0.4000,20.0000
   323,10422.9043,10422.9043,0.0000,0.0000,20.0000
   324,0.0000,0.0000,0.0000,0.4000,20.0000
   325,0.0000,0.0000,0.0000,0.4000,20.0000
   326,0.0000,0.0000,0.0000,0.4000,20.0000
   327,0.0000,0.0000,0.0000,0.4000,20.0000
   328,0.0000,0.0000,0.0000,0.4000,20.0000
   329,0.0000,0.0000,0.0000,0.4000,20.0000
   330,0.0000,0.0000,0.0000,0.4000,20.0000
   331,0.0000,0.0000,0.0000,0.4000,20.0000
   332,0.0000,0.0000,0.0000,0.4000,20.0000
   333,0.0000,0.0000,0.0000,0.4000,20.0000
   334,0.0000,0.0000,0.0000,0.4000,20.0000
   335,0.0000,0.0000,0.0000,0.4000,20.0000
   336,0.0000,0.0000,0.0000,0.4000,20.0000
   337,16941.8681,16941.8681,0.0000,0.0000,20.0000
   338,0.0000,0.0000,0.0000,0.4000,20.0000
   339,0.0000,0.0000,0.0000,0.4000,20.0000
   340,0.0000,0.0000,0.0000,0.4000,20.0000
   341,0.0000,0.0000,0.0000,0.4000,20.0000
   342,0.0000,0.0000,0.0000,0.4000,20.0000
   343,0.0000,0.0000,0.0000,0.4000,20.0000
   344,0.0000,0.0000,0.0000,0.4000,20.0000
   345,0.0000,0.0000,0.0000,0.4000,20.0000
   346,0.0000,0.0000,0.0000,0.4000,20.0000
   347,17819.7859,17819.7859,0.0000,0.0000,20.0000
   348,15475.3794,15475.3794,0.0000,0.0000,20.0000
   349,0.0000,0.0000,0.0000,0.4000,20.0000
   350,0.0000,0.0000,0.0000,0.4000,20.0000
   351,0.0000,0.0000,0.0000,0.4000,20.0000
   352,0.0000,0.0000,0.0000,0.4000,20.0000
   353,0.0000,0.0000,0.0000,0.4000,20.0000
   354,0.0000,0.0000,0.0000,0.4000,20.0000
   355,0.0000,0.0000,0.0000,0.4000,20.0000
   356,0.0000,0.0000,0.0000,0.4000,20.0000
   357,0.0000,0.0000,0.0000,0.4000,20.0000
   358,0.0000,0.0000,0.0000,0.4000,20.0000
   359,0.0000,0.0000,0.0000,0.4000,20.0000
   360,0.0000,0.0000,0.0000,0.4000,20.0000
   361,0.0000,0.0000,0.0000,0.4000,20.0000
   362,0.0000,0.0000,0.0000,0.4000,20.0000
   363,0.0000,0.0000,0.0000,0.4000,20.0000
   364,0.0000,0.0000,0.0000,0.4000,20.0000
   365,0.0000,0.0000,0.0000,0.4000,20.0000
   366,16882.8835,16882.8835,0.0000,0.0000,20.0000
   367,17468.7838,17468.7838,0.0000,0.0000,20.0000
   368,0.0000,0.0000,0.0000,0.4000,20.0000
   369,17608.9350,17608.9350,0.0000,0.0000,20.0000
   370,0.0000,0.0000,0.0000,0.4000,20.0000
   371,0.0000,0.0000,0.0000,0.4000,20.0000
   372,0.0000,0.0000,0.0000,0.4000,20.0000
   373,0.0000,0.0000,0.0000,0.4000,20.0000
   374,0.0000,0.0000,0.0000,0.4000,20.0000
   375,0.0000,0.0000,0.0000,0.4000,20.0000
   376,0.0000,0.0000,0.0000,0.4000,20.0000
   377,0.0000,0.0000,0.0000,0.4000,20.0000
   378,0.0000,0.0000,0.0000,0.4000,20.0000
   379,0.0000,0.0000,0.0000,0.4000,20.0000
   380,0.0000,0.0000,0.0000,0.4000,20.0000
   381,0.0000,0.0000,0.0000,0.4000,20.0000
   382,0.0000,0.0000,0.0000,0.4000,20.0000
   383,0.0000,0.0000,0.0000,0.4000,20.0000
   384,0.0000,0.0000,0.0000,0.4000,20.0000
   385,0.0000,0.0000,0.0000,0.4000,20.0000
   386,0.0000,0.0000,0.0000,0.4000,20.0000
   387,0.0000,0.0000,0.0000,0.4000,20.0000
   388,0.0000,0.0000,0.0000,0.4000,20.0000
   389,0.0000,0.0000,0.0000,0.4000,20.0000
   390,0.0000,0.0000,0.0000,0.4000,20.0000
   391,0.0000,0.0000,0.0000,0.4000,20.0000
   392,0.0000,0.0000,0.0000,0.4000,20.0000
   393,0.0000,0.0000,0.0000,0.4000,20.0000
   394,0.0000,0.0000,0.0000,0.4000,20.0000
   395,0.0000,0.0000,0.0000,0.4000,20.0000
   396,0.0000,0.0000,0.0000,0.4000,20.0000
   397,0.0000,0.0000,0.0000,0.4000,20.0000
   398,0.0000,0.0000,0.0000,0.4000,20.0000
   399,0.0000,0.0000,0.0000,0.4000,20.0000
   400,0.0000,0.0000,0.0000,0.4000,20.0000
   401,0.0000,0.0000,0.0000,0.4000,20.0000
   402,0.0000,0.0000,0.0000,0.4000,20.0000
   403,0.0000,0.0000,0.0000,0.4000,20.0000
   404,17504.6680,17504.6680,0.0000,0.0000,20.0000
   405,15620.6874,15620.6874,0.0000,0.0000,20.0000
   406,17817.5067,17817.5067,0.0000,0.0000,20.0000
   407,17485.5071,17485.5071,0.0000,0.0000,20.0000
   408,0.0000,0.0000,0.0000,0.4000,20.0000
   409,0.0000,0.0000,0.0000,0.4000,20.0000
   410,0.0000,0.0000,0.0000,0.4000,20.0000
   411,0.0000,0.0000,0.0000,0.4000,20.0000
   412,3496.6574,3496.6574,0.0000,0.0000,20.0000
   413,17376.4087,17376.4087,0.0000,0.0000,20.0000
   414,0.0000,0.0000,0.0000,0.4000,20.0000
   415,0.0000,0.0000,0.0000,0.4000,20.0000
   416,8694.4611,8694.4611,0.0000,0.0000,20.0000
   417,17438.4482,17438.4482,0.0000,0.0000,20.0000
   418,0.0000,0.0000,0.0000,0.4000,20.0000
   419,0.0000,0.0000,0.0000,0.4000,20.0000
   420,0.0000,0.0000,0.0000,0.4000,20.0000
   421,0.0000,0.0000,0.0000,0.4000,20.0000
   422,0.0000,0.0000,0.0000,0.4000,20.0000
   423,0.0000,0.0000,0.0000,0.4000,20.0000
   424,0.0000,0.0000,0.0000,0.4000,20.0000
   425,0.0000,0.0000,0.0000,0.4000,20.0000
   426,0.0000,0.0000,0.0000,0.4000,20.0000
   427,0.0000,0.0000,0.0000,0.4000,20.0000
   428,0.0000,0.0000,0.0000,0.4000,20.0000
   429,0.0000,0.0000,0.0000,0.4000,20.0000
   430,0.0000,0.0000,0.0000,0.4000,20.0000
   431,0.0000,0.0000,0.0000,0.4000,20.0000
   432,0.0000,0.0000,0.0000,0.4000,20.0000
   433,0.0000,0.0000,0.0000,0.4000,20.0000
   434,0.0000,0.0000,0.0000,0.4000,20.0000
   435,0.0000,0.0000,0.0000,0.4000,20.0000
   436,0.0000,0.0000,0.0000,0.4000,20.0000
   437,17828.0640,17828.0640,0.0000,0.0000,20.0000
   438,17871.4742,17871.4742,0.0000,0.0000,20.0000
   439,17840.0182,17840.0182,0.0000,0.0000,20.0000
   440,0.0000,0.0000,0.0000,0.4000,20.0000
   441,0.0000,0.0000,0.0000,0.4000,20.0000
   442,0.0000,0.0000,0.0000,0.4000,20.0000
   443,17878.2451,17878.2451,0.0000,0.0000,20.0000
   444,0.0000,0.0000,0.0000,0.4000,20.0000
   445,0.0000,0.0000,0.0000,0.4000,20.0000
   446,17524.6483,17524.6483,0.0000,0.0000,20.0000
   447,17875.1635,17875.1635,0.0000,0.0000,20.0000
   448,17892.9831,17892.9831,0.0000,0.0000,20.0000
   449,0.0000,0.0000,0.0000,0.4000,20.0000
   450,0.0000,0.0000,0.0000,0.4000,20.0000
   451,0.0000,0.0000,0.0000,0.4000,20.0000
   452,0.0000,0.0000,0.0000,0.4000,20.0000
   453,0.0000,0.0000,0.0000,0.4000,20.0000
   454,0.0000,0.0000,0.0000,0.4000,20.0000
   455,0.0000,0.0000,0.0000,0.4000,20.0000
   456,0.0000,0.0000,0.0000,0.4000,20.0000
   457,0.0000,0.0000,0.0000,0.4000,20.0000
   458,0.0000,0.0000,0.0000,0.4000,20.0000
   459,0.0000,0.0000,0.0000,0.4000,20.0000
   460,0.0000,0.0000,0.0000,0.4000,20.0000
   461,0.0000,0.0000,0.0000,0.4000,20.0000
   462,0.0000,0.0000,0.0000,0.4000,20.0000
   463,0.0000,0.0000,0.0000,0.4000,20.0000
   464,0.0000,0.0000,0.0000,0.4000,20.0000
   465,0.0000,0.0000,0.0000,0.4000,20.0000
   466,0.0000,0.0000,0.0000,0.4000,20.0000
   467,0.0000,0.0000,0.0000,0.4000,20.0000
   468,0.0000,0.0000,0.0000,0.4000,20.0000
   469,0.0000,0.0000,0.0000,0.4000,20.0000
   470,0.0000,0.0000,0.0000,0.4000,20.0000
   471,0.0000,0.0000,0.0000,0.4000,20.0000
   472,0.0000,0.0000,0.0000,0.4000,20.0000
   473,17884.2135,17884.2135,0.0000,0.0000,20.0000
   474,17891.9321,17891.9321,0.0000,0.0000,20.0000
   475,17892.0107,17892.0107,0.0000,0.0000,20.0000
   476,0.0000,0.0000,0.0000,0.4000,20.0000
   477,0.0000,0.0000,0.0000,0.4000,20.0000
   478,0.0000,0.0000,0.0000,0.4000,20.0000
   479,0.0000,0.0000,0.0000,0.4000,20.0000
   480,0.0000,0.0000,0.0000,0.4000,20.0000
   481,0.0000,0.0000,0.0000,0.4000,20.0000
   482,0.0000,0.0000,0.0000,0.4000,20.0000
   483,0.0000,0.0000,0.0000,0.4000,20.0000
   484,0.0000,0.0000,0.0000,0.4000,20.0000
   485,0.0000,0.0000,0.0000,0.4000,20.0000
   486,0.0000,0.0000,0.0000,0.4000,20.0000
   487,0.0000,0.0000,0.0000,0.4000,20.0000
   488,0.0000,0.0000,0.0000,0.4000,20.0000
