#DEPARTMENT OF TRANSPORT- FREMANTLE
#WATER LEVEL OBSERVATIONS
#Data File Name: MHMAN02_01_2011
#THE DATA SPANS THE PERIOD (YYYYMMDD) FROM 20110101 TO 20111231
#LOCATION: Mandurah (Ocean Marina)
#Station Status:  Updated
#Lat: -32.521944  Long: 115.714167
#Time Zone: Australian Western Standard Time  UTC +08:00:00
#Vertical Datum: Chart datum     which is   2.682   m below Benchmark   MAN TIDAL 02   
#National Station ID:   NA
#Site Description: South west corner of Mandurah ocean marina.
#Tide Gauge Sensor:  Float/Pulley assembly, stilling well
#Sensor Details: In house, NA
#Bad or Unavailable Data Value:   -9999
#Contact Email:  tides@transport.wa.gov.au
#Unit of Height Observations: cm    Sampling Rate (min): 5
#
H(cm),YYYYMMDD.hhmm/
00052,20110101.0000/
00051,20110101.0005/
00050,20110101.0010/
00049,20110101.0015/
00049,20110101.0020/
00048,20110101.0025/
00047,20110101.0030/
00047,20110101.0035/
00046,20110101.0040/
00045,20110101.0045/
00044,20110101.0050/
00044,20110101.0055/
00043,20110101.0100/
00042,20110101.0105/
00042,20110101.0110/
00041,20110101.0115/
00041,20110101.0120/
00040,20110101.0125/
00039,20110101.0130/
00039,20110101.0135/
00038,20110101.0140/
00038,20110101.0145/
00037,20110101.0150/
00037,20110101.0155/
00036,20110101.0200/
00036,20110101.0205/
00036,20110101.0210/
00035,20110101.0215/
00034,20110101.0220/
00034,20110101.0225/
00033,20110101.0230/
00033,20110101.0235/
00032,20110101.0240/
00031,20110101.0245/
00031,20110101.0250/
00030,20110101.0255/
00030,20110101.0300/
00029,20110101.0305/
00029,20110101.0310/
00029,20110101.0315/
00028,20110101.0320/
00028,20110101.0325/
00028,20110101.0330/
00027,20110101.0335/
00027,20110101.0340/
00027,20110101.0345/
00026,20110101.0350/
00026,20110101.0355/
00026,20110101.0400/
00026,20110101.0405/
00025,20110101.0410/
00025,20110101.0415/
00025,20110101.0420/
00024,20110101.0425/
00024,20110101.0430/
00024,20110101.0435/
00024,20110101.0440/
00024,20110101.0445/
00024,20110101.0450/
00024,20110101.0455/
00024,20110101.0500/
00023,20110101.0505/
00023,20110101.0510/
00023,20110101.0515/
00023,20110101.0520/
00022,20110101.0525/
00022,20110101.0530/
00021,20110101.0535/
00021,20110101.0540/
00021,20110101.0545/
00021,20110101.0550/
00021,20110101.0555/
00021,20110101.0600/
00021,20110101.0605/
00021,20110101.0610/
00021,20110101.0615/
00021,20110101.0620/
00021,20110101.0625/
00021,20110101.0630/
00021,20110101.0635/
00021,20110101.0640/
00021,20110101.0645/
00022,20110101.0650/
00022,20110101.0655/
00023,20110101.0700/
00023,20110101.0705/
00024,20110101.0710/
00024,20110101.0715/
00025,20110101.0720/
00025,20110101.0725/
00026,20110101.0730/
00026,20110101.0735/
00026,20110101.0740/
00027,20110101.0745/
00027,20110101.0750/
00027,20110101.0755/
00027,20110101.0800/
00027,20110101.0805/
00027,20110101.0810/
00027,20110101.0815/
00027,20110101.0820/
00027,20110101.0825/
00028,20110101.0830/
00028,20110101.0835/
00028,20110101.0840/
00028,20110101.0845/
00029,20110101.0850/
00029,20110101.0855/
00029,20110101.0900/
00030,20110101.0905/
00030,20110101.0910/
00031,20110101.0915/
00031,20110101.0920/
00031,20110101.0925/
00032,20110101.0930/
00032,20110101.0935/
00032,20110101.0940/
00032,20110101.0945/
00033,20110101.0950/
00033,20110101.0955/
00034,20110101.1000/
00034,20110101.1005/
00035,20110101.1010/
00035,20110101.1015/
00036,20110101.1020/
00037,20110101.1025/
00037,20110101.1030/
00038,20110101.1035/
00039,20110101.1040/
00039,20110101.1045/
00039,20110101.1050/
00039,20110101.1055/
00039,20110101.1100/
00039,20110101.1105/
00040,20110101.1110/
00040,20110101.1115/
00040,20110101.1120/
00040,20110101.1125/
00040,20110101.1130/
00040,20110101.1135/
00041,20110101.1140/
00041,20110101.1145/
00041,20110101.1150/
00042,20110101.1155/
00042,20110101.1200/
00042,20110101.1205/
00043,20110101.1210/
00043,20110101.1215/
00044,20110101.1220/
00044,20110101.1225/
00045,20110101.1230/
00045,20110101.1235/
00045,20110101.1240/
00046,20110101.1245/
00046,20110101.1250/
00047,20110101.1255/
00047,20110101.1300/
00048,20110101.1305/
00048,20110101.1310/
00049,20110101.1315/
00049,20110101.1320/
00050,20110101.1325/
00050,20110101.1330/
00051,20110101.1335/
00051,20110101.1340/
00051,20110101.1345/
00051,20110101.1350/
00052,20110101.1355/
00052,20110101.1400/
00052,20110101.1405/
00052,20110101.1410/
00052,20110101.1415/
00052,20110101.1420/
00052,20110101.1425/
00052,20110101.1430/
00053,20110101.1435/
00053,20110101.1440/
00053,20110101.1445/
00054,20110101.1450/
00054,20110101.1455/
00054,20110101.1500/
00055,20110101.1505/
00055,20110101.1510/
00056,20110101.1515/
00056,20110101.1520/
00057,20110101.1525/
00057,20110101.1530/
00058,20110101.1535/
00059,20110101.1540/
00059,20110101.1545/
00060,20110101.1550/
00060,20110101.1555/
00061,20110101.1600/
00061,20110101.1605/
00062,20110101.1610/
00062,20110101.1615/
00063,20110101.1620/
00063,20110101.1625/
00064,20110101.1630/
00064,20110101.1635/
00065,20110101.1640/
00065,20110101.1645/
00065,20110101.1650/
00066,20110101.1655/
00066,20110101.1700/
00066,20110101.1705/
00067,20110101.1710/
00067,20110101.1715/
00067,20110101.1720/
00068,20110101.1725/
00068,20110101.1730/
00069,20110101.1735/
00069,20110101.1740/
00069,20110101.1745/
00069,20110101.1750/
00070,20110101.1755/
00070,20110101.1800/
00070,20110101.1805/
00070,20110101.1810/
00070,20110101.1815/
00070,20110101.1820/
00071,20110101.1825/
00071,20110101.1830/
00072,20110101.1835/
00072,20110101.1840/
00072,20110101.1845/
00073,20110101.1850/
00073,20110101.1855/
00074,20110101.1900/
00074,20110101.1905/
00075,20110101.1910/
00075,20110101.1915/
00075,20110101.1920/
00075,20110101.1925/
00076,20110101.1930/
00076,20110101.1935/
00076,20110101.1940/
00076,20110101.1945/
00076,20110101.1950/
00076,20110101.1955/
00076,20110101.2000/
00076,20110101.2005/
00076,20110101.2010/
00076,20110101.2015/
00076,20110101.2020/
00076,20110101.2025/
00076,20110101.2030/
00076,20110101.2035/
00076,20110101.2040/
00075,20110101.2045/
00075,20110101.2050/
00075,20110101.2055/
00075,20110101.2100/
00075,20110101.2105/
00075,20110101.2110/
00074,20110101.2115/
00074,20110101.2120/
00074,20110101.2125/
00074,20110101.2130/
00074,20110101.2135/
00073,20110101.2140/
00073,20110101.2145/
00073,20110101.2150/
00072,20110101.2155/
00071,20110101.2200/
00071,20110101.2205/
00070,20110101.2210/
00069,20110101.2215/
00069,20110101.2220/
00068,20110101.2225/
00067,20110101.2230/
00066,20110101.2235/
00065,20110101.2240/
00064,20110101.2245/
00063,20110101.2250/
00062,20110101.2255/
00061,20110101.2300/
00060,20110101.2305/
00060,20110101.2310/
00059,20110101.2315/
00059,20110101.2320/
00058,20110101.2325/
00058,20110101.2330/
00057,20110101.2335/
00057,20110101.2340/
00057,20110101.2345/
00056,20110101.2350/
00056,20110101.2355/
00055,20110102.0000/
00055,20110102.0005/
00054,20110102.0010/
00054,20110102.0015/
00053,20110102.0020/
00052,20110102.0025/
00051,20110102.0030/
00051,20110102.0035/
00050,20110102.0040/
00049,20110102.0045/
00048,20110102.0050/
00047,20110102.0055/
00047,20110102.0100/
00046,20110102.0105/
00046,20110102.0110/
00045,20110102.0115/
00045,20110102.0120/
00044,20110102.0125/
00044,20110102.0130/
00043,20110102.0135/
00043,20110102.0140/
00042,20110102.0145/
00041,20110102.0150/
00041,20110102.0155/
00040,20110102.0200/
00040,20110102.0205/
00039,20110102.0210/
00038,20110102.0215/
00038,20110102.0220/
00037,20110102.0225/
00036,20110102.0230/
00036,20110102.0235/
00035,20110102.0240/
00034,20110102.0245/
00033,20110102.0250/
00033,20110102.0255/
00032,20110102.0300/
00031,20110102.0305/
00031,20110102.0310/
00030,20110102.0315/
00030,20110102.0320/
00029,20110102.0325/
00029,20110102.0330/
00029,20110102.0335/
00029,20110102.0340/
00028,20110102.0345/
00028,20110102.0350/
00028,20110102.0355/
00027,20110102.0400/
00026,20110102.0405/
00026,20110102.0410/
00025,20110102.0415/
00025,20110102.0420/
00024,20110102.0425/
00024,20110102.0430/
00024,20110102.0435/
00023,20110102.0440/
00023,20110102.0445/
00023,20110102.0450/
00023,20110102.0455/
00023,20110102.0500/
00023,20110102.0505/
00023,20110102.0510/
00024,20110102.0515/
00024,20110102.0520/
00024,20110102.0525/
00024,20110102.0530/
00024,20110102.0535/
00023,20110102.0540/
00023,20110102.0545/
00023,20110102.0550/
00023,20110102.0555/
00023,20110102.0600/
00023,20110102.0605/
00023,20110102.0610/
00024,20110102.0615/
00024,20110102.0620/
00023,20110102.0625/
00023,20110102.0630/
00023,20110102.0635/
00023,20110102.0640/
00023,20110102.0645/
00023,20110102.0650/
00023,20110102.0655/
00023,20110102.0700/
00022,20110102.0705/
00022,20110102.0710/
00022,20110102.0715/
00022,20110102.0720/
00023,20110102.0725/
00023,20110102.0730/
00023,20110102.0735/
00024,20110102.0740/
00024,20110102.0745/
00025,20110102.0750/
00025,20110102.0755/
00026,20110102.0800/
00026,20110102.0805/
00026,20110102.0810/
00027,20110102.0815/
00027,20110102.0820/
00027,20110102.0825/
00028,20110102.0830/
00028,20110102.0835/
00029,20110102.0840/
00029,20110102.0845/
00029,20110102.0850/
00030,20110102.0855/
00030,20110102.0900/
00030,20110102.0905/
00030,20110102.0910/
00030,20110102.0915/
00031,20110102.0920/
00031,20110102.0925/
00031,20110102.0930/
00032,20110102.0935/
00032,20110102.0940/
00032,20110102.0945/
00033,20110102.0950/
00033,20110102.0955/
00033,20110102.1000/
00034,20110102.1005/
00034,20110102.1010/
00035,20110102.1015/
00036,20110102.1020/
00036,20110102.1025/
00036,20110102.1030/
00037,20110102.1035/
00037,20110102.1040/
00038,20110102.1045/
00039,20110102.1050/
00039,20110102.1055/
00039,20110102.1100/
00039,20110102.1105/
00040,20110102.1110/
00040,20110102.1115/
00041,20110102.1120/
00041,20110102.1125/
00041,20110102.1130/
00041,20110102.1135/
00042,20110102.1140/
00042,20110102.1145/
00042,20110102.1150/
00043,20110102.1155/
00043,20110102.1200/
00042,20110102.1205/
00042,20110102.1210/
00042,20110102.1215/
00043,20110102.1220/
00043,20110102.1225/
00043,20110102.1230/
00043,20110102.1235/
00044,20110102.1240/
00044,20110102.1245/
00044,20110102.1250/
00045,20110102.1255/
00045,20110102.1300/
00046,20110102.1305/
00046,20110102.1310/
00047,20110102.1315/
00047,20110102.1320/
00048,20110102.1325/
00048,20110102.1330/
00049,20110102.1335/
00049,20110102.1340/
00050,20110102.1345/
00050,20110102.1350/
00051,20110102.1355/
00051,20110102.1400/
00052,20110102.1405/
00052,20110102.1410/
00052,20110102.1415/
00053,20110102.1420/
00053,20110102.1425/
00053,20110102.1430/
00054,20110102.1435/
00054,20110102.1440/
00054,20110102.1445/
00054,20110102.1450/
00054,20110102.1455/
00054,20110102.1500/
00055,20110102.1505/
00055,20110102.1510/
00056,20110102.1515/
00056,20110102.1520/
00057,20110102.1525/
00057,20110102.1530/
00058,20110102.1535/
00058,20110102.1540/
00059,20110102.1545/
00060,20110102.1550/
00061,20110102.1555/
00061,20110102.1600/
00062,20110102.1605/
00063,20110102.1610/
00063,20110102.1615/
00063,20110102.1620/
00064,20110102.1625/
00065,20110102.1630/
00065,20110102.1635/
00066,20110102.1640/
00066,20110102.1645/
00067,20110102.1650/
00067,20110102.1655/
00068,20110102.1700/
00069,20110102.1705/
00069,20110102.1710/
00070,20110102.1715/
00071,20110102.1720/
00071,20110102.1725/
00072,20110102.1730/
00072,20110102.1735/
00073,20110102.1740/
00073,20110102.1745/
00073,20110102.1750/
00073,20110102.1755/
00074,20110102.1800/
00074,20110102.1805/
00075,20110102.1810/
00075,20110102.1815/
00076,20110102.1820/
00076,20110102.1825/
00076,20110102.1830/
00077,20110102.1835/
00077,20110102.1840/
00077,20110102.1845/
00077,20110102.1850/
00078,20110102.1855/
00078,20110102.1900/
00078,20110102.1905/
00078,20110102.1910/
00079,20110102.1915/
00079,20110102.1920/
00079,20110102.1925/
00080,20110102.1930/
00080,20110102.1935/
00080,20110102.1940/
00080,20110102.1945/
00081,20110102.1950/
00081,20110102.1955/
00081,20110102.2000/
00082,20110102.2005/
00082,20110102.2010/
00082,20110102.2015/
00082,20110102.2020/
00083,20110102.2025/
00083,20110102.2030/
00083,20110102.2035/
00083,20110102.2040/
00083,20110102.2045/
00083,20110102.2050/
00083,20110102.2055/
00084,20110102.2100/
00084,20110102.2105/
00084,20110102.2110/
00084,20110102.2115/
00084,20110102.2120/
00084,20110102.2125/
00084,20110102.2130/
00084,20110102.2135/
00084,20110102.2140/
00084,20110102.2145/
00084,20110102.2150/
00083,20110102.2155/
00083,20110102.2200/
00083,20110102.2205/
00083,20110102.2210/
00082,20110102.2215/
00082,20110102.2220/
00082,20110102.2225/
00081,20110102.2230/
00081,20110102.2235/
00081,20110102.2240/
00081,20110102.2245/
00080,20110102.2250/
00080,20110102.2255/
00080,20110102.2300/
00079,20110102.2305/
00079,20110102.2310/
00078,20110102.2315/
00077,20110102.2320/
00077,20110102.2325/
00076,20110102.2330/
00076,20110102.2335/
00075,20110102.2340/
00074,20110102.2345/
00074,20110102.2350/
00073,20110102.2355/
00072,20110103.0000/
00071,20110103.0005/
00070,20110103.0010/
00070,20110103.0015/
00069,20110103.0020/
00068,20110103.0025/
00067,20110103.0030/
00067,20110103.0035/
00066,20110103.0040/
00066,20110103.0045/
00065,20110103.0050/
00065,20110103.0055/
00064,20110103.0100/
00064,20110103.0105/
00064,20110103.0110/
00063,20110103.0115/
00063,20110103.0120/
00062,20110103.0125/
00062,20110103.0130/
00062,20110103.0135/
00061,20110103.0140/
00061,20110103.0145/
00060,20110103.0150/
00059,20110103.0155/
00059,20110103.0200/
00058,20110103.0205/
00058,20110103.0210/
00057,20110103.0215/
00056,20110103.0220/
00056,20110103.0225/
00055,20110103.0230/
00054,20110103.0235/
00053,20110103.0240/
00053,20110103.0245/
00052,20110103.0250/
00051,20110103.0255/
00051,20110103.0300/
00050,20110103.0305/
00049,20110103.0310/
00049,20110103.0315/
00048,20110103.0320/
00047,20110103.0325/
00047,20110103.0330/
00047,20110103.0335/
00046,20110103.0340/
00046,20110103.0345/
00045,20110103.0350/
00045,20110103.0355/
00044,20110103.0400/
00044,20110103.0405/
00043,20110103.0410/
00043,20110103.0415/
00042,20110103.0420/
00042,20110103.0425/
00041,20110103.0430/
00040,20110103.0435/
00040,20110103.0440/
00040,20110103.0445/
00040,20110103.0450/
00040,20110103.0455/
00039,20110103.0500/
00039,20110103.0505/
00038,20110103.0510/
00038,20110103.0515/
00038,20110103.0520/
00038,20110103.0525/
00038,20110103.0530/
00038,20110103.0535/
00038,20110103.0540/
00038,20110103.0545/
00038,20110103.0550/
00038,20110103.0555/
00038,20110103.0600/
00038,20110103.0605/
00038,20110103.0610/
00038,20110103.0615/
00037,20110103.0620/
00037,20110103.0625/
00037,20110103.0630/
00037,20110103.0635/
00037,20110103.0640/
00037,20110103.0645/
00037,20110103.0650/
00037,20110103.0655/
00037,20110103.0700/
00037,20110103.0705/
00037,20110103.0710/
00037,20110103.0715/
00037,20110103.0720/
00037,20110103.0725/
00037,20110103.0730/
00037,20110103.0735/
00037,20110103.0740/
00038,20110103.0745/
00038,20110103.0750/
00038,20110103.0755/
00038,20110103.0800/
00039,20110103.0805/
00039,20110103.0810/
00039,20110103.0815/
00040,20110103.0820/
00040,20110103.0825/
00040,20110103.0830/
00041,20110103.0835/
00041,20110103.0840/
00041,20110103.0845/
00041,20110103.0850/
00042,20110103.0855/
00042,20110103.0900/
00042,20110103.0905/
00042,20110103.0910/
00043,20110103.0915/
00043,20110103.0920/
00044,20110103.0925/
00044,20110103.0930/
00045,20110103.0935/
00045,20110103.0940/
00046,20110103.0945/
00046,20110103.0950/
00047,20110103.0955/
00047,20110103.1000/
00048,20110103.1005/
00048,20110103.1010/
00049,20110103.1015/
00049,20110103.1020/
00049,20110103.1025/
00050,20110103.1030/
00050,20110103.1035/
00051,20110103.1040/
00051,20110103.1045/
00052,20110103.1050/
00052,20110103.1055/
00052,20110103.1100/
00052,20110103.1105/
00053,20110103.1110/
00053,20110103.1115/
00053,20110103.1120/
00053,20110103.1125/
00053,20110103.1130/
00053,20110103.1135/
00053,20110103.1140/
00054,20110103.1145/
00053,20110103.1150/
00053,20110103.1155/
00053,20110103.1200/
00054,20110103.1205/
00054,20110103.1210/
00053,20110103.1215/
00054,20110103.1220/
00054,20110103.1225/
00054,20110103.1230/
00054,20110103.1235/
00054,20110103.1240/
00054,20110103.1245/
00054,20110103.1250/
00055,20110103.1255/
00055,20110103.1300/
00055,20110103.1305/
00056,20110103.1310/
00057,20110103.1315/
00058,20110103.1320/
00058,20110103.1325/
00059,20110103.1330/
00059,20110103.1335/
00060,20110103.1340/
00060,20110103.1345/
00061,20110103.1350/
00061,20110103.1355/
00061,20110103.1400/
00061,20110103.1405/
00062,20110103.1410/
00062,20110103.1415/
00062,20110103.1420/
00063,20110103.1425/
00063,20110103.1430/
00063,20110103.1435/
00063,20110103.1440/
00063,20110103.1445/
00063,20110103.1450/
00063,20110103.1455/
00064,20110103.1500/
00064,20110103.1505/
00064,20110103.1510/
00065,20110103.1515/
00065,20110103.1520/
00066,20110103.1525/
00067,20110103.1530/
00067,20110103.1535/
00068,20110103.1540/
00068,20110103.1545/
00069,20110103.1550/
00069,20110103.1555/
00070,20110103.1600/
00071,20110103.1605/
00071,20110103.1610/
00072,20110103.1615/
00073,20110103.1620/
00073,20110103.1625/
00074,20110103.1630/
00074,20110103.1635/
00075,20110103.1640/
00075,20110103.1645/
00075,20110103.1650/
00075,20110103.1655/
00076,20110103.1700/
00076,20110103.1705/
00076,20110103.1710/
00077,20110103.1715/
00077,20110103.1720/
00078,20110103.1725/
00078,20110103.1730/
00079,20110103.1735/
00079,20110103.1740/
00080,20110103.1745/
00080,20110103.1750/
00081,20110103.1755/
00082,20110103.1800/
00082,20110103.1805/
00083,20110103.1810/
00083,20110103.1815/
00084,20110103.1820/
