#DEPARTMENT OF TRANSPORT- FREMANTLE
#WATER LEVEL OBSERVATIONS
#Data File Name: MHMAN02_03_2022
#THE DATA SPANS THE PERIOD (YYYYMMDD) FROM 20220101 TO 20221231
#LOCATION: Mandurah (Ocean Marina)
#Station Status: Current
#Lat: -32.521931 Long: 115.714178 (GDA2020)
#Time Zone: Australian Western Standard Time
#Vertical Datum: Chart datum  which is  2.682 m below Benchmark MAN TIDAL 02
#National Station ID: NA
#Site Description: South west corner of Mandurah ocean marina.
#Tide Gauge Sensor: Guided Wire Microwave Radar Gauge in stilling well Ø355mm, orifice Ø12mm.Travel time measurement of return signal
#Sensor Details: VEGA, Vegaflex 61 with Ø4mm cable.
#Bad or Unavailable Data Value:   -9999
#Contact Email:  tides@transport.wa.gov.au
#Unit of Height Observations: cm    Sampling Rate (min): 5
#
H(cm),YYYYMMDD.hhmm/
   70,20220101.0000/
   69,20220101.0005/
   69,20220101.0010/
   67,20220101.0015/
   66,20220101.0020/
   65,20220101.0025/
   64,20220101.0030/
   64,20220101.0035/
   64,20220101.0040/
   63,20220101.0045/
   63,20220101.0050/
   62,20220101.0055/
   61,20220101.0100/
   60,20220101.0105/
   60,20220101.0110/
   59,20220101.0115/
   59,20220101.0120/
   58,20220101.0125/
   56,20220101.0130/
   55,20220101.0135/
   53,20220101.0140/
   53,20220101.0145/
   53,20220101.0150/
   52,20220101.0155/
   52,20220101.0200/
   52,20220101.0205/
   51,20220101.0210/
   49,20220101.0215/
   48,20220101.0220/
   48,20220101.0225/
   47,20220101.0230/
   46,20220101.0235/
   46,20220101.0240/
   45,20220101.0245/
   44,20220101.0250/
   43,20220101.0255/
   43,20220101.0300/
   43,20220101.0305/
   43,20220101.0310/
   43,20220101.0315/
   43,20220101.0320/
   43,20220101.0325/
   43,20220101.0330/
   42,20220101.0335/
   41,20220101.0340/
   40,20220101.0345/
   40,20220101.0350/
   39,20220101.0355/
   38,20220101.0400/
   38,20220101.0405/
   37,20220101.0410/
   36,20220101.0415/
   36,20220101.0420/
   35,20220101.0425/
   36,20220101.0430/
   35,20220101.0435/
   35,20220101.0440/
   35,20220101.0445/
   34,20220101.0450/
   33,20220101.0455/
   32,20220101.0500/
   32,20220101.0505/
   32,20220101.0510/
   32,20220101.0515/
   33,20220101.0520/
   33,20220101.0525/
   33,20220101.0530/
   33,20220101.0535/
   34,20220101.0540/
   34,20220101.0545/
   34,20220101.0550/
   34,20220101.0555/
   34,20220101.0600/
   33,20220101.0605/
   32,20220101.0610/
   31,20220101.0615/
   31,20220101.0620/
   32,20220101.0625/
   32,20220101.0630/
   33,20220101.0635/
   33,20220101.0640/
   33,20220101.0645/
   34,20220101.0650/
   34,20220101.0655/
   35,20220101.0700/
   35,20220101.0705/
   34,20220101.0710/
   34,20220101.0715/
   33,20220101.0720/
   34,20220101.0725/
   34,20220101.0730/
   35,20220101.0735/
   35,20220101.0740/
   34,20220101.0745/
   34,20220101.0750/
   35,20220101.0755/
   36,20220101.0800/
   37,20220101.0805/
   37,20220101.0810/
   38,20220101.0815/
   39,20220101.0820/
   38,20220101.0825/
   39,20220101.0830/
   40,20220101.0835/
   40,20220101.0840/
   41,20220101.0845/
   42,20220101.0850/
   42,20220101.0855/
   42,20220101.0900/
   42,20220101.0905/
   43,20220101.0910/
   44,20220101.0915/
   45,20220101.0920/
   46,20220101.0925/
   46,20220101.0930/
   46,20220101.0935/
