#DEPARTMENT OF TRANSPORT- FREMANTLE
#WATER LEVEL OBSERVATIONS
#Data File Name: MHMAN02_03_2021
#THE DATA SPANS THE PERIOD (YYYYMMDD) FROM 20210101 TO 20211231
#LOCATION: Mandurah (Ocean Marina)
#Station Status: Current
#Lat: -32.521931 Long: 115.714178 (GDA2020)
#Time Zone: Australian Western Standard Time
#Vertical Datum: Chart datum  which is  2.682 m below Benchmark MAN TIDAL 02
#National Station ID: NA
#Site Description: South west corner of Mandurah ocean marina.
#Tide Gauge Sensor: Guided Wire Microwave Radar Gauge in stilling well Ø355mm, orifice Ø12mm.Travel time measurement of return signal
#Sensor Details: VEGA, Vegaflex 61 with Ø4mm cable.
#Bad or Unavailable Data Value:   -9999
#Contact Email:  tides@transport.wa.gov.au
#Unit of Height Observations: cm    Sampling Rate (min): 5
#
H(cm),YYYYMMDD.hhmm/
   98,20210101.0000/
   96,20210101.0005/
   96,20210101.0010/
   96,20210101.0015/
   96,20210101.0020/
   96,20210101.0025/
   95,20210101.0030/
   94,20210101.0035/
   95,20210101.0040/
   96,20210101.0045/
   95,20210101.0050/
   94,20210101.0055/
   92,20210101.0100/
   92,20210101.0105/
   92,20210101.0110/
   92,20210101.0115/
   91,20210101.0120/
   89,20210101.0125/
   89,20210101.0130/
   89,20210101.0135/
   89,20210101.0140/
   89,20210101.0145/
   88,20210101.0150/
   89,20210101.0155/
   88,20210101.0200/
   87,20210101.0205/
   85,20210101.0210/
   85,20210101.0215/
   84,20210101.0220/
   83,20210101.0225/
   83,20210101.0230/
   80,20210101.0235/
   79,20210101.0240/
   79,20210101.0245/
   78,20210101.0250/
   77,20210101.0255/
   75,20210101.0300/
   74,20210101.0305/
   72,20210101.0310/
   72,20210101.0315/
   71,20210101.0320/
   71,20210101.0325/
   71,20210101.0330/
   70,20210101.0335/
   69,20210101.0340/
   69,20210101.0345/
   69,20210101.0350/
   69,20210101.0355/
   69,20210101.0400/
   69,20210101.0405/
   68,20210101.0410/
   67,20210101.0415/
   67,20210101.0420/
   66,20210101.0425/
   65,20210101.0430/
   65,20210101.0435/
   66,20210101.0440/
   65,20210101.0445/
   63,20210101.0450/
   62,20210101.0455/
   61,20210101.0500/
   60,20210101.0505/
   60,20210101.0510/
   60,20210101.0515/
   60,20210101.0520/
   60,20210101.0525/
   60,20210101.0530/
   60,20210101.0535/
   59,20210101.0540/
   59,20210101.0545/
   58,20210101.0550/
   59,20210101.0555/
   58,20210101.0600/
   56,20210101.0605/
   56,20210101.0610/
   55,20210101.0615/
   55,20210101.0620/
   55,20210101.0625/
   54,20210101.0630/
   55,20210101.0635/
   55,20210101.0640/
   54,20210101.0645/
   53,20210101.0650/
   54,20210101.0655/
   53,20210101.0700/
   53,20210101.0705/
   53,20210101.0710/
   53,20210101.0715/
   52,20210101.0720/
   51,20210101.0725/
   52,20210101.0730/
   52,20210101.0735/
   52,20210101.0740/
   52,20210101.0745/
   52,20210101.0750/
   51,20210101.0755/
   51,20210101.0800/
