#DEPARTMENT OF TRANSPORT- FREMANTLE
#WATER LEVEL OBSERVATIONS
#Data File Name: MHMAN02_03_2016
#THE DATA SPANS THE PERIOD (YYYYMMDD) FROM 20160101 TO 20161231
#LOCATION: Mandurah (Ocean Marina)
#Station Status: Current
#Lat: -32.521944 Long: 115.714167
#Time Zone: Australian Western Standard Time
#Vertical Datum: Chart datum  which is  2.682 m below Benchmark MAN TIDAL 02
#National Station ID: NA
#Site Description: South west corner of Mandurah ocean marina.
#Tide Gauge Sensor: Guided Wire Microwave Radar Gauge in stilling well Ø355mm, orifice Ø12mm.Travel time measurement of return signal
#Sensor Details: VEGA, Vegaflex 61 with Ø4mm cable.
#Bad or Unavailable Data Value:   -9999
#Contact Email:  tides@transport.wa.gov.au
#Unit of Height Observations: cm    Sampling Rate (min): 5
#
H(cm),YYYYMMDD.hhmm/
   33,20160101.0000/
   33,20160101.0005/
   32,20160101.0010/
   33,20160101.0015/
   33,20160101.0020/
   32,20160101.0025/
   31,20160101.0030/
   30,20160101.0035/
   31,20160101.0040/
   32,20160101.0045/
   31,20160101.0050/
   32,20160101.0055/
   32,20160101.0100/
   33,20160101.0105/
   32,20160101.0110/
   33,20160101.0115/
   33,20160101.0120/
   33,20160101.0125/
   33,20160101.0130/
   33,20160101.0135/
   33,20160101.0140/
   33,20160101.0145/
   33,20160101.0150/
   32,20160101.0155/
   32,20160101.0200/
   32,20160101.0205/
   32,20160101.0210/
   32,20160101.0215/
   31,20160101.0220/
   29,20160101.0225/
   28,20160101.0230/
   28,20160101.0235/
   28,20160101.0240/
   27,20160101.0245/
   26,20160101.0250/
   25,20160101.0255/
   25,20160101.0300/
   24,20160101.0305/
   22,20160101.0310/
   21,20160101.0315/
   22,20160101.0320/
   24,20160101.0325/
   24,20160101.0330/
   24,20160101.0335/
   23,20160101.0340/
   23,20160101.0345/
   22,20160101.0350/
   21,20160101.0355/
   21,20160101.0400/
   21,20160101.0405/
   21,20160101.0410/
   19,20160101.0415/
   18,20160101.0420/
   19,20160101.0425/
   19,20160101.0430/
   18,20160101.0435/
   18,20160101.0440/
   18,20160101.0445/
   18,20160101.0450/
   17,20160101.0455/
   17,20160101.0500/
   17,20160101.0505/
   17,20160101.0510/
   17,20160101.0515/
   18,20160101.0520/
   18,20160101.0525/
   16,20160101.0530/
   16,20160101.0535/
   17,20160101.0540/
   16,20160101.0545/
   15,20160101.0550/
   15,20160101.0555/
   15,20160101.0600/
   14,20160101.0605/
   13,20160101.0610/
   12,20160101.0615/
   12,20160101.0620/
   12,20160101.0625/
   13,20160101.0630/
   14,20160101.0635/
   13,20160101.0640/
   12,20160101.0645/
   13,20160101.0650/
   14,20160101.0655/
   14,20160101.0700/
   13,20160101.0705/
   13,20160101.0710/
   13,20160101.0715/
   13,20160101.0720/
   13,20160101.0725/
   14,20160101.0730/
   13,20160101.0735/
   14,20160101.0740/
   14,20160101.0745/
   14,20160101.0750/
   13,20160101.0755/
   14,20160101.0800/
   14,20160101.0805/
   13,20160101.0810/
   13,20160101.0815/
   13,20160101.0820/
   13,20160101.0825/
   14,20160101.0830/
   15,20160101.0835/
   14,20160101.0840/
   14,20160101.0845/
   15,20160101.0850/
   15,20160101.0855/
   16,20160101.0900/
   16,20160101.0905/
   16,20160101.0910/
   17,20160101.0915/
   17,20160101.0920/
   17,20160101.0925/
   17,20160101.0930/
   18,20160101.0935/
   19,20160101.0940/
   19,20160101.0945/
   19,20160101.0950/
   17,20160101.0955/
   17,20160101.1000/
   18,20160101.1005/
   19,20160101.1010/
   21,20160101.1015/
   21,20160101.1020/
   22,20160101.1025/
   21,20160101.1030/
   21,20160101.1035/
   22,20160101.1040/
   24,20160101.1045/
   25,20160101.1050/
   24,20160101.1055/
   23,20160101.1100/
   21,20160101.1105/
   22,20160101.1110/
   23,20160101.1115/
   22,20160101.1120/
   21,20160101.1125/
   20,20160101.1130/
   22,20160101.1135/
   24,20160101.1140/
   23,20160101.1145/
   23,20160101.1150/
   23,20160101.1155/
   24,20160101.1200/
   24,20160101.1205/
   24,20160101.1210/
   24,20160101.1215/
   25,20160101.1220/
   25,20160101.1225/
   26,20160101.1230/
   24,20160101.1235/
   23,20160101.1240/
   25,20160101.1245/
   27,20160101.1250/
   27,20160101.1255/
   26,20160101.1300/
   26,20160101.1305/
   26,20160101.1310/
   27,20160101.1315/
   28,20160101.1320/
   28,20160101.1325/
   29,20160101.1330/
   29,20160101.1335/
   30,20160101.1340/
   30,20160101.1345/
   31,20160101.1350/
   31,20160101.1355/
   30,20160101.1400/
   30,20160101.1405/
   30,20160101.1410/
   29,20160101.1415/
   30,20160101.1420/
   32,20160101.1425/
   32,20160101.1430/
   31,20160101.1435/
   30,20160101.1440/
   31,20160101.1445/
   32,20160101.1450/
   32,20160101.1455/
   31,20160101.1500/
   30,20160101.1505/
   30,20160101.1510/
   29,20160101.1515/
   30,20160101.1520/
   30,20160101.1525/
   31,20160101.1530/
   31,20160101.1535/
   31,20160101.1540/
   32,20160101.1545/
   33,20160101.1550/
   33,20160101.1555/
   33,20160101.1600/
   32,20160101.1605/
   32,20160101.1610/
   33,20160101.1615/
   32,20160101.1620/
   31,20160101.1625/
   32,20160101.1630/
   34,20160101.1635/
   35,20160101.1640/
   35,20160101.1645/
   34,20160101.1650/
   33,20160101.1655/
   34,20160101.1700/
   37,20160101.1705/
   38,20160101.1710/
   37,20160101.1715/
   37,20160101.1720/
   38,20160101.1725/
   37,20160101.1730/
   36,20160101.1735/
   35,20160101.1740/
   36,20160101.1745/
   38,20160101.1750/
   38,20160101.1755/
   35,20160101.1800/
   35,20160101.1805/
   38,20160101.1810/
   40,20160101.1815/
   38,20160101.1820/
   38,20160101.1825/
   38,20160101.1830/
   39,20160101.1835/
   40,20160101.1840/
   39,20160101.1845/
   37,20160101.1850/
   38,20160101.1855/
   39,20160101.1900/
   40,20160101.1905/
   38,20160101.1910/
   37,20160101.1915/
   39,20160101.1920/
   41,20160101.1925/
   41,20160101.1930/
   39,20160101.1935/
   38,20160101.1940/
   39,20160101.1945/
   39,20160101.1950/
   39,20160101.1955/
   38,20160101.2000/
   38,20160101.2005/
   38,20160101.2010/
   39,20160101.2015/
   39,20160101.2020/
   38,20160101.2025/
   38,20160101.2030/
   39,20160101.2035/
   41,20160101.2040/
   42,20160101.2045/
   42,20160101.2050/
   41,20160101.2055/
   41,20160101.2100/
   40,20160101.2105/
   40,20160101.2110/
   41,20160101.2115/
   41,20160101.2120/
   41,20160101.2125/
   42,20160101.2130/
   40,20160101.2135/
   41,20160101.2140/
   41,20160101.2145/
   42,20160101.2150/
   42,20160101.2155/
   44,20160101.2200/
   44,20160101.2205/
   43,20160101.2210/
   42,20160101.2215/
   42,20160101.2220/
   43,20160101.2225/
   42,20160101.2230/
   42,20160101.2235/
   42,20160101.2240/
   42,20160101.2245/
   41,20160101.2250/
   41,20160101.2255/
   40,20160101.2300/
   41,20160101.2305/
   42,20160101.2310/
   41,20160101.2315/
   39,20160101.2320/
   40,20160101.2325/
   41,20160101.2330/
   39,20160101.2335/
   39,20160101.2340/
   40,20160101.2345/
   41,20160101.2350/
   40,20160101.2355/
   40,20160102.0000/
   41,20160102.0005/
   42,20160102.0010/
   42,20160102.0015/
   42,20160102.0020/
   42,20160102.0025/
   42,20160102.0030/
   43,20160102.0035/
   44,20160102.0040/
   43,20160102.0045/
   41,20160102.0050/
   40,20160102.0055/
   40,20160102.0100/
   39,20160102.0105/
   36,20160102.0110/
   34,20160102.0115/
   35,20160102.0120/
   37,20160102.0125/
   37,20160102.0130/
   36,20160102.0135/
   35,20160102.0140/
   37,20160102.0145/
   39,20160102.0150/
   39,20160102.0155/
   39,20160102.0200/
   39,20160102.0205/
   40,20160102.0210/
   40,20160102.0215/
   39,20160102.0220/
   39,20160102.0225/
   39,20160102.0230/
   38,20160102.0235/
   38,20160102.0240/
   39,20160102.0245/
   38,20160102.0250/
   37,20160102.0255/
   37,20160102.0300/
   37,20160102.0305/
   37,20160102.0310/
   36,20160102.0315/
   34,20160102.0320/
   33,20160102.0325/
   34,20160102.0330/
