#DEPARTMENT OF TRANSPORT- FREMANTLE
#WATER LEVEL OBSERVATIONS
#Data File Name: MHMAN02_03_2019
#THE DATA SPANS THE PERIOD (YYYYMMDD) FROM 20190101 TO 20191231
#LOCATION: Mandurah (Ocean Marina)
#Station Status: Current
#Lat: -32.521931 Long: 115.714178 (GDA2020)
#Time Zone: Australian Western Standard Time
#Vertical Datum: Chart datum  which is  2.682 m below Benchmark MAN TIDAL 02
#National Station ID: NA
#Site Description: South west corner of Mandurah ocean marina.
#Tide Gauge Sensor: Guided Wire Microwave Radar Gauge in stilling well Ø355mm, orifice Ø12mm.Travel time measurement of return signal
#Sensor Details: VEGA, Vegaflex 61 with Ø4mm cable.
#Bad or Unavailable Data Value:   -9999
#Contact Email:  tides@transport.wa.gov.au
#Unit of Height Observations: cm    Sampling Rate (min): 5
#
H(cm),YYYYMMDD.hhmm/
   47,20190101.0000/
   47,20190101.0005/
   47,20190101.0010/
   47,20190101.0015/
   46,20190101.0020/
   46,20190101.0025/
   45,20190101.0030/
   45,20190101.0035/
   46,20190101.0040/
   45,20190101.0045/
   44,20190101.0050/
   44,20190101.0055/
   45,20190101.0100/
   45,20190101.0105/
   44,20190101.0110/
   44,20190101.0115/
   45,20190101.0120/
   45,20190101.0125/
   44,20190101.0130/
   43,20190101.0135/
   44,20190101.0140/
   44,20190101.0145/
   43,20190101.0150/
   43,20190101.0155/
   42,20190101.0200/
   41,20190101.0205/
   40,20190101.0210/
   40,20190101.0215/
   39,20190101.0220/
   38,20190101.0225/
   38,20190101.0230/
   37,20190101.0235/
   38,20190101.0240/
   38,20190101.0245/
   37,20190101.0250/
   38,20190101.0255/
   38,20190101.0300/
   37,20190101.0305/
   37,20190101.0310/
   37,20190101.0315/
   36,20190101.0320/
   35,20190101.0325/
   34,20190101.0330/
   35,20190101.0335/
   35,20190101.0340/
   35,20190101.0345/
   36,20190101.0350/
   35,20190101.0355/
   35,20190101.0400/
   35,20190101.0405/
   35,20190101.0410/
   35,20190101.0415/
   35,20190101.0420/
   34,20190101.0425/
   34,20190101.0430/
   34,20190101.0435/
   34,20190101.0440/
   35,20190101.0445/
   35,20190101.0450/
   35,20190101.0455/
   34,20190101.0500/
   34,20190101.0505/
   34,20190101.0510/
   33,20190101.0515/
   32,20190101.0520/
   31,20190101.0525/
   31,20190101.0530/
   31,20190101.0535/
   31,20190101.0540/
   32,20190101.0545/
   33,20190101.0550/
   34,20190101.0555/
   35,20190101.0600/
   35,20190101.0605/
   35,20190101.0610/
   35,20190101.0615/
   35,20190101.0620/
   34,20190101.0625/
   34,20190101.0630/
   34,20190101.0635/
   34,20190101.0640/
   34,20190101.0645/
   35,20190101.0650/
   35,20190101.0655/
   35,20190101.0700/
   35,20190101.0705/
   36,20190101.0710/
   36,20190101.0715/
   35,20190101.0720/
   34,20190101.0725/
   34,20190101.0730/
   34,20190101.0735/
   35,20190101.0740/
   36,20190101.0745/
   37,20190101.0750/
   37,20190101.0755/
   37,20190101.0800/
   37,20190101.0805/
   38,20190101.0810/
   39,20190101.0815/
   39,20190101.0820/
   39,20190101.0825/
   37,20190101.0830/
   37,20190101.0835/
   37,20190101.0840/
   37,20190101.0845/
   38,20190101.0850/
   38,20190101.0855/
   39,20190101.0900/
   40,20190101.0905/
   40,20190101.0910/
   39,20190101.0915/
   40,20190101.0920/
   42,20190101.0925/
   42,20190101.0930/
   42,20190101.0935/
   41,20190101.0940/
   43,20190101.0945/
   44,20190101.0950/
   44,20190101.0955/
   45,20190101.1000/
   45,20190101.1005/
   45,20190101.1010/
   44,20190101.1015/
   45,20190101.1020/
   44,20190101.1025/
   43,20190101.1030/
   43,20190101.1035/
   44,20190101.1040/
   44,20190101.1045/
   45,20190101.1050/
   46,20190101.1055/
   46,20190101.1100/
   46,20190101.1105/
   47,20190101.1110/
   47,20190101.1115/
   47,20190101.1120/
   47,20190101.1125/
   46,20190101.1130/
   47,20190101.1135/
   47,20190101.1140/
   47,20190101.1145/
   46,20190101.1150/
   48,20190101.1155/
   50,20190101.1200/
   50,20190101.1205/
   49,20190101.1210/
   48,20190101.1215/
   48,20190101.1220/
   49,20190101.1225/
   49,20190101.1230/
   49,20190101.1235/
   48,20190101.1240/
   48,20190101.1245/
   49,20190101.1250/
   50,20190101.1255/
   50,20190101.1300/
   51,20190101.1305/
   52,20190101.1310/
   52,20190101.1315/
   52,20190101.1320/
   51,20190101.1325/
   51,20190101.1330/
   51,20190101.1335/
   52,20190101.1340/
   53,20190101.1345/
   53,20190101.1350/
   54,20190101.1355/
   54,20190101.1400/
   55,20190101.1405/
   55,20190101.1410/
   55,20190101.1415/
   56,20190101.1420/
   57,20190101.1425/
   57,20190101.1430/
   57,20190101.1435/
   57,20190101.1440/
   57,20190101.1445/
   57,20190101.1450/
   57,20190101.1455/
   58,20190101.1500/
   59,20190101.1505/
   59,20190101.1510/
   59,20190101.1515/
   59,20190101.1520/
   59,20190101.1525/
   60,20190101.1530/
   61,20190101.1535/
   60,20190101.1540/
   61,20190101.1545/
   61,20190101.1550/
   61,20190101.1555/
   62,20190101.1600/
   62,20190101.1605/
   62,20190101.1610/
   62,20190101.1615/
   63,20190101.1620/
   64,20190101.1625/
   64,20190101.1630/
   64,20190101.1635/
   65,20190101.1640/
   66,20190101.1645/
   67,20190101.1650/
   67,20190101.1655/
   67,20190101.1700/
   68,20190101.1705/
   69,20190101.1710/
   68,20190101.1715/
   68,20190101.1720/
   68,20190101.1725/
   68,20190101.1730/
   68,20190101.1735/
   69,20190101.1740/
   69,20190101.1745/
   70,20190101.1750/
   70,20190101.1755/
   70,20190101.1800/
   70,20190101.1805/
   70,20190101.1810/
   70,20190101.1815/
   70,20190101.1820/
   70,20190101.1825/
   71,20190101.1830/
   71,20190101.1835/
   71,20190101.1840/
   71,20190101.1845/
   71,20190101.1850/
   72,20190101.1855/
   72,20190101.1900/
   72,20190101.1905/
   73,20190101.1910/
   72,20190101.1915/
   72,20190101.1920/
   73,20190101.1925/
   72,20190101.1930/
   73,20190101.1935/
   73,20190101.1940/
   73,20190101.1945/
   73,20190101.1950/
   72,20190101.1955/
   72,20190101.2000/
   72,20190101.2005/
   72,20190101.2010/
   72,20190101.2015/
   73,20190101.2020/
   72,20190101.2025/
   71,20190101.2030/
   71,20190101.2035/
   72,20190101.2040/
   71,20190101.2045/
   70,20190101.2050/
   69,20190101.2055/
   68,20190101.2100/
   69,20190101.2105/
   68,20190101.2110/
   68,20190101.2115/
   67,20190101.2120/
   67,20190101.2125/
   67,20190101.2130/
   68,20190101.2135/
   69,20190101.2140/
   69,20190101.2145/
   68,20190101.2150/
   68,20190101.2155/
   68,20190101.2200/
   67,20190101.2205/
   66,20190101.2210/
   66,20190101.2215/
   65,20190101.2220/
   64,20190101.2225/
   63,20190101.2230/
   62,20190101.2235/
   61,20190101.2240/
   60,20190101.2245/
   61,20190101.2250/
   62,20190101.2255/
   62,20190101.2300/
   61,20190101.2305/
   62,20190101.2310/
   63,20190101.2315/
   63,20190101.2320/
   63,20190101.2325/
   62,20190101.2330/
   62,20190101.2335/
   62,20190101.2340/
   61,20190101.2345/
   60,20190101.2350/
   58,20190101.2355/
   58,20190102.0000/
   58,20190102.0005/
   58,20190102.0010/
   57,20190102.0015/
   57,20190102.0020/
   56,20190102.0025/
   56,20190102.0030/
   55,20190102.0035/
   54,20190102.0040/
   54,20190102.0045/
   53,20190102.0050/
   52,20190102.0055/
   52,20190102.0100/
   52,20190102.0105/
   52,20190102.0110/
   51,20190102.0115/
   50,20190102.0120/
   50,20190102.0125/
   50,20190102.0130/
   50,20190102.0135/
   50,20190102.0140/
   49,20190102.0145/
   49,20190102.0150/
   49,20190102.0155/
   48,20190102.0200/
   48,20190102.0205/
   48,20190102.0210/
   48,20190102.0215/
   47,20190102.0220/
   47,20190102.0225/
   46,20190102.0230/
   46,20190102.0235/
   46,20190102.0240/
   46,20190102.0245/
   46,20190102.0250/
   45,20190102.0255/
   45,20190102.0300/
   45,20190102.0305/
   45,20190102.0310/
   45,20190102.0315/
   44,20190102.0320/
   43,20190102.0325/
   42,20190102.0330/
   42,20190102.0335/
   42,20190102.0340/
   41,20190102.0345/
   40,20190102.0350/
   40,20190102.0355/
   40,20190102.0400/
   40,20190102.0405/
   40,20190102.0410/
   40,20190102.0415/
   41,20190102.0420/
   41,20190102.0425/
   40,20190102.0430/
   39,20190102.0435/
   39,20190102.0440/
   40,20190102.0445/
   40,20190102.0450/
   40,20190102.0455/
   40,20190102.0500/
   40,20190102.0505/
   40,20190102.0510/
   41,20190102.0515/
   42,20190102.0520/
   42,20190102.0525/
   42,20190102.0530/
   42,20190102.0535/
   42,20190102.0540/
   41,20190102.0545/
   41,20190102.0550/
   40,20190102.0555/
   40,20190102.0600/
   40,20190102.0605/
   40,20190102.0610/
   40,20190102.0615/
   40,20190102.0620/
   41,20190102.0625/
   41,20190102.0630/
   41,20190102.0635/
   41,20190102.0640/
   41,20190102.0645/
   41,20190102.0650/
   41,20190102.0655/
   42,20190102.0700/
   41,20190102.0705/
   42,20190102.0710/
   42,20190102.0715/
   42,20190102.0720/
   42,20190102.0725/
   42,20190102.0730/
   43,20190102.0735/
   43,20190102.0740/
   43,20190102.0745/
   42,20190102.0750/
   43,20190102.0755/
   43,20190102.0800/
   44,20190102.0805/
   45,20190102.0810/
   44,20190102.0815/
   44,20190102.0820/
   43,20190102.0825/
   43,20190102.0830/
   43,20190102.0835/
   43,20190102.0840/
   43,20190102.0845/
   45,20190102.0850/
   46,20190102.0855/
   48,20190102.0900/
   48,20190102.0905/
   48,20190102.0910/
   49,20190102.0915/
   51,20190102.0920/
   52,20190102.0925/
   51,20190102.0930/
   49,20190102.0935/
   49,20190102.0940/
   48,20190102.0945/
   48,20190102.0950/
   47,20190102.0955/
   46,20190102.1000/
   47,20190102.1005/
   48,20190102.1010/
   49,20190102.1015/
   50,20190102.1020/
   50,20190102.1025/
   50,20190102.1030/
   50,20190102.1035/
   50,20190102.1040/
   49,20190102.1045/
   49,20190102.1050/
   49,20190102.1055/
   49,20190102.1100/
   49,20190102.1105/
   48,20190102.1110/
   48,20190102.1115/
   49,20190102.1120/
   50,20190102.1125/
   51,20190102.1130/
   52,20190102.1135/
   51,20190102.1140/
   51,20190102.1145/
   52,20190102.1150/
   51,20190102.1155/
   52,20190102.1200/
   53,20190102.1205/
   54,20190102.1210/
   54,20190102.1215/
   53,20190102.1220/
   53,20190102.1225/
   53,20190102.1230/
   54,20190102.1235/
   54,20190102.1240/
   54,20190102.1245/
   54,20190102.1250/
   55,20190102.1255/
   55,20190102.1300/
   56,20190102.1305/
   56,20190102.1310/
   55,20190102.1315/
   55,20190102.1320/
   56,20190102.1325/
   56,20190102.1330/
   56,20190102.1335/
   55,20190102.1340/
   56,20190102.1345/
   57,20190102.1350/
   57,20190102.1355/
   57,20190102.1400/
   57,20190102.1405/
   58,20190102.1410/
   59,20190102.1415/
   59,20190102.1420/
   58,20190102.1425/
   57,20190102.1430/
   58,20190102.1435/
   59,20190102.1440/
   59,20190102.1445/
   59,20190102.1450/
   60,20190102.1455/
   61,20190102.1500/
   61,20190102.1505/
   62,20190102.1510/
   63,20190102.1515/
   64,20190102.1520/
   65,20190102.1525/
   65,20190102.1530/
   66,20190102.1535/
   65,20190102.1540/
   65,20190102.1545/
   65,20190102.1550/
   66,20190102.1555/
   66,20190102.1600/
   66,20190102.1605/
   66,20190102.1610/
   65,20190102.1615/
   66,20190102.1620/
   67,20190102.1625/
   68,20190102.1630/
   68,20190102.1635/
   69,20190102.1640/
   69,20190102.1645/
   70,20190102.1650/
   71,20190102.1655/
   71,20190102.1700/
   72,20190102.1705/
   72,20190102.1710/
   73,20190102.1715/
   74,20190102.1720/
   74,20190102.1725/
   74,20190102.1730/
   74,20190102.1735/
   75,20190102.1740/
   75,20190102.1745/
   75,20190102.1750/
   75,20190102.1755/
   75,20190102.1800/
   75,20190102.1805/
   75,20190102.1810/
   75,20190102.1815/
   74,20190102.1820/
   74,20190102.1825/
   75,20190102.1830/
   76,20190102.1835/
   76,20190102.1840/
   77,20190102.1845/
   78,20190102.1850/
