#DEPARTMENT OF TRANSPORT- FREMANTLE
#WATER LEVEL OBSERVATIONS
#Data File Name: MHMAN02_03_2015
#THE DATA SPANS THE PERIOD (YYYYMMDD) FROM 20150101 TO 20151231
#LOCATION: Mandurah (Ocean Marina)
#Station Status:  Current
#Lat: -32.521944  Long: 115.714167
#Time Zone: Australian Western Standard Time  UTC +08:00:00
#Vertical Datum: Chart datum     which is   2.682   m below Benchmark   MAN TIDAL 02
#National Station ID:   NA
#Site Description: South west corner of Mandurah ocean marina.
#Tide Gauge Sensor:  Guided Wire Microwave Radar Gauge in stilling well Ø355mm, orifice Ø12mm.Travel time measurement of return signal
#Sensor Details: VEGA, Vegaflex 61 with Ø4mm cable.
#Bad or Unavailable Data Value:   -9999
#Contact Email:  tides@transport.wa.gov.au
#Unit of Height Observations: cm    Sampling Rate (min): 5
#
H(cm),YYYYMMDD.hhmm/
00060,20150101.0000/ 
00060,20150101.0005/ 
00059,20150101.0010/ 
00059,20150101.0015/ 
00058,20150101.0020/ 
00058,20150101.0025/ 
00057,20150101.0030/ 
00057,20150101.0035/ 
00057,20150101.0040/ 
00056,20150101.0045/ 
00055,20150101.0050/ 
00055,20150101.0055/ 
00054,20150101.0100/ 
00054,20150101.0105/ 
00053,20150101.0110/ 
00053,20150101.0115/ 
00052,20150101.0120/ 
00052,20150101.0125/ 
00051,20150101.0130/ 
00051,20150101.0135/ 
00051,20150101.0140/ 
00050,20150101.0145/ 
00050,20150101.0150/ 
00050,20150101.0155/ 
00049,20150101.0200/ 
00049,20150101.0205/ 
00048,20150101.0210/ 
00048,20150101.0215/ 
00048,20150101.0220/ 
00047,20150101.0225/ 
00047,20150101.0230/ 
00047,20150101.0235/ 
00046,20150101.0240/ 
00046,20150101.0245/ 
00046,20150101.0250/ 
00045,20150101.0255/ 
00045,20150101.0300/ 
00045,20150101.0305/ 
00044,20150101.0310/ 
00044,20150101.0315/ 
00044,20150101.0320/ 
00043,20150101.0325/ 
00043,20150101.0330/ 
00042,20150101.0335/ 
00042,20150101.0340/ 
00042,20150101.0345/ 
00042,20150101.0350/ 
00041,20150101.0355/ 
00041,20150101.0400/ 
00041,20150101.0405/ 
00040,20150101.0410/ 
00040,20150101.0415/ 
00040,20150101.0420/ 
00039,20150101.0425/ 
00039,20150101.0430/ 
00039,20150101.0435/ 
00038,20150101.0440/ 
00038,20150101.0445/ 
00038,20150101.0450/ 
00038,20150101.0455/ 
00038,20150101.0500/ 
00038,20150101.0505/ 
00038,20150101.0510/ 
00037,20150101.0515/ 
00037,20150101.0520/ 
00037,20150101.0525/ 
00038,20150101.0530/ 
00037,20150101.0535/ 
00037,20150101.0540/ 
00037,20150101.0545/ 
00038,20150101.0550/ 
00038,20150101.0555/ 
00038,20150101.0600/ 
00038,20150101.0605/ 
00038,20150101.0610/ 
00038,20150101.0615/ 
00038,20150101.0620/ 
00038,20150101.0625/ 
00038,20150101.0630/ 
00038,20150101.0635/ 
00038,20150101.0640/ 
00038,20150101.0645/ 
00038,20150101.0650/ 
00038,20150101.0655/ 
00039,20150101.0700/ 
00039,20150101.0705/ 
00039,20150101.0710/ 
00039,20150101.0715/ 
00039,20150101.0720/ 
00039,20150101.0725/ 
00039,20150101.0730/ 
00039,20150101.0735/ 
00038,20150101.0740/ 
00038,20150101.0745/ 
00038,20150101.0750/ 
00039,20150101.0755/ 
00039,20150101.0800/ 
00039,20150101.0805/ 
00039,20150101.0810/ 
00039,20150101.0815/ 
00039,20150101.0820/ 
00039,20150101.0825/ 
00040,20150101.0830/ 
00040,20150101.0835/ 
00040,20150101.0840/ 
00041,20150101.0845/ 
00041,20150101.0850/ 
00041,20150101.0855/ 
00041,20150101.0900/ 
00042,20150101.0905/ 
00043,20150101.0910/ 
00043,20150101.0915/ 
00043,20150101.0920/ 
00044,20150101.0925/ 
00044,20150101.0930/ 
00045,20150101.0935/ 
00045,20150101.0940/ 
00045,20150101.0945/ 
00045,20150101.0950/ 
00045,20150101.0955/ 
00045,20150101.1000/ 
00045,20150101.1005/ 
00045,20150101.1010/ 
00045,20150101.1015/ 
00045,20150101.1020/ 
00046,20150101.1025/ 
00046,20150101.1030/ 
00047,20150101.1035/ 
00047,20150101.1040/ 
00047,20150101.1045/ 
00048,20150101.1050/ 
00049,20150101.1055/ 
00049,20150101.1100/ 
00049,20150101.1105/ 
00050,20150101.1110/ 
00050,20150101.1115/ 
00050,20150101.1120/ 
00050,20150101.1125/ 
00051,20150101.1130/ 
00051,20150101.1135/ 
00051,20150101.1140/ 
00051,20150101.1145/ 
00051,20150101.1150/ 
00051,20150101.1155/ 
00051,20150101.1200/ 
00052,20150101.1205/ 
00052,20150101.1210/ 
00051,20150101.1215/ 
00052,20150101.1220/ 
00053,20150101.1225/ 
00053,20150101.1230/ 
00053,20150101.1235/ 
00053,20150101.1240/ 
00053,20150101.1245/ 
00053,20150101.1250/ 
00053,20150101.1255/ 
00053,20150101.1300/ 
00054,20150101.1305/ 
00054,20150101.1310/ 
00055,20150101.1315/ 
00055,20150101.1320/ 
00055,20150101.1325/ 
00056,20150101.1330/ 
00056,20150101.1335/ 
00057,20150101.1340/ 
00057,20150101.1345/ 
00058,20150101.1350/ 
00059,20150101.1355/ 
00059,20150101.1400/ 
00059,20150101.1405/ 
00059,20150101.1410/ 
00060,20150101.1415/ 
00060,20150101.1420/ 
00060,20150101.1425/ 
00060,20150101.1430/ 
00060,20150101.1435/ 
00061,20150101.1440/ 
00061,20150101.1445/ 
00061,20150101.1450/ 
00062,20150101.1455/ 
00062,20150101.1500/ 
00063,20150101.1505/ 
00063,20150101.1510/ 
00063,20150101.1515/ 
00063,20150101.1520/ 
00064,20150101.1525/ 
00064,20150101.1530/ 
00064,20150101.1535/ 
00065,20150101.1540/ 
00065,20150101.1545/ 
00066,20150101.1550/ 
00066,20150101.1555/ 
00066,20150101.1600/ 
00067,20150101.1605/ 
00067,20150101.1610/ 
00068,20150101.1615/ 
00069,20150101.1620/ 
00069,20150101.1625/ 
00069,20150101.1630/ 
00070,20150101.1635/ 
00070,20150101.1640/ 
00070,20150101.1645/ 
00071,20150101.1650/ 
00071,20150101.1655/ 
00071,20150101.1700/ 
00071,20150101.1705/ 
00071,20150101.1710/ 
00071,20150101.1715/ 
00072,20150101.1720/ 
00072,20150101.1725/ 
00072,20150101.1730/ 
00073,20150101.1735/ 
00073,20150101.1740/ 
00074,20150101.1745/ 
00074,20150101.1750/ 
00074,20150101.1755/ 
00075,20150101.1800/ 
00075,20150101.1805/ 
00075,20150101.1810/ 
00076,20150101.1815/ 
00076,20150101.1820/ 
00076,20150101.1825/ 
00076,20150101.1830/ 
00076,20150101.1835/ 
00076,20150101.1840/ 
00076,20150101.1845/ 
00077,20150101.1850/ 
00077,20150101.1855/ 
00078,20150101.1900/ 
00078,20150101.1905/ 
00078,20150101.1910/ 
00078,20150101.1915/ 
00078,20150101.1920/ 
00078,20150101.1925/ 
00078,20150101.1930/ 
00078,20150101.1935/ 
00078,20150101.1940/ 
00078,20150101.1945/ 
00078,20150101.1950/ 
00079,20150101.1955/ 
00079,20150101.2000/ 
00079,20150101.2005/ 
00079,20150101.2010/ 
00079,20150101.2015/ 
00079,20150101.2020/ 
00079,20150101.2025/ 
00078,20150101.2030/ 
00078,20150101.2035/ 
00078,20150101.2040/ 
00078,20150101.2045/ 
00077,20150101.2050/ 
00077,20150101.2055/ 
00077,20150101.2100/ 
00077,20150101.2105/ 
00076,20150101.2110/ 
00076,20150101.2115/ 
00075,20150101.2120/ 
00075,20150101.2125/ 
00075,20150101.2130/ 
00074,20150101.2135/ 
00074,20150101.2140/ 
00073,20150101.2145/ 
00073,20150101.2150/ 
00073,20150101.2155/ 
00072,20150101.2200/ 
00072,20150101.2205/ 
00071,20150101.2210/ 
00071,20150101.2215/ 
00070,20150101.2220/ 
00069,20150101.2225/ 
00069,20150101.2230/ 
00068,20150101.2235/ 
00068,20150101.2240/ 
00067,20150101.2245/ 
00066,20150101.2250/ 
00066,20150101.2255/ 
00065,20150101.2300/ 
00065,20150101.2305/ 
00065,20150101.2310/ 
00065,20150101.2315/ 
00065,20150101.2320/ 
00065,20150101.2325/ 
00065,20150101.2330/ 
00064,20150101.2335/ 
00064,20150101.2340/ 
00064,20150101.2345/ 
00063,20150101.2350/ 
00063,20150101.2355/ 
00063,20150102.0000/ 
00062,20150102.0005/ 
00061,20150102.0010/ 
00060,20150102.0015/ 
00060,20150102.0020/ 
00059,20150102.0025/ 
00058,20150102.0030/ 
00057,20150102.0035/ 
00056,20150102.0040/ 
00056,20150102.0045/ 
00055,20150102.0050/ 
00055,20150102.0055/ 
00054,20150102.0100/ 
00054,20150102.0105/ 
00054,20150102.0110/ 
00054,20150102.0115/ 
00054,20150102.0120/ 
00054,20150102.0125/ 
00053,20150102.0130/ 
00053,20150102.0135/ 
00053,20150102.0140/ 
00052,20150102.0145/ 
00052,20150102.0150/ 
00051,20150102.0155/ 
00051,20150102.0200/ 
00050,20150102.0205/ 
00049,20150102.0210/ 
00049,20150102.0215/ 
00049,20150102.0220/ 
00048,20150102.0225/ 
00048,20150102.0230/ 
00047,20150102.0235/ 
00047,20150102.0240/ 
00046,20150102.0245/ 
00046,20150102.0250/ 
00045,20150102.0255/ 
00045,20150102.0300/ 
00044,20150102.0305/ 
00044,20150102.0310/ 
00043,20150102.0315/ 
00043,20150102.0320/ 
00042,20150102.0325/ 
00042,20150102.0330/ 
00042,20150102.0335/ 
00041,20150102.0340/ 
00041,20150102.0345/ 
00040,20150102.0350/ 
00040,20150102.0355/ 
00040,20150102.0400/ 
00039,20150102.0405/ 
00039,20150102.0410/ 
00039,20150102.0415/ 
00039,20150102.0420/ 
00038,20150102.0425/ 
00038,20150102.0430/ 
00038,20150102.0435/ 
00038,20150102.0440/ 
00037,20150102.0445/ 
00037,20150102.0450/ 
00037,20150102.0455/ 
00036,20150102.0500/ 
00036,20150102.0505/ 
00035,20150102.0510/ 
00035,20150102.0515/ 
00034,20150102.0520/ 
00034,20150102.0525/ 
00034,20150102.0530/ 
00033,20150102.0535/ 
00033,20150102.0540/ 
00033,20150102.0545/ 
00033,20150102.0550/ 
00033,20150102.0555/ 
00033,20150102.0600/ 
00033,20150102.0605/ 
00033,20150102.0610/ 
00033,20150102.0615/ 
00033,20150102.0620/ 
00033,20150102.0625/ 
00033,20150102.0630/ 
00033,20150102.0635/ 
00033,20150102.0640/ 
00033,20150102.0645/ 
00033,20150102.0650/ 
00033,20150102.0655/ 
00034,20150102.0700/ 
00034,20150102.0705/ 
00034,20150102.0710/ 
00033,20150102.0715/ 
00033,20150102.0720/ 
00033,20150102.0725/ 
00034,20150102.0730/ 
00034,20150102.0735/ 
00034,20150102.0740/ 
00033,20150102.0745/ 
00033,20150102.0750/ 
00034,20150102.0755/ 
00033,20150102.0800/ 
00033,20150102.0805/ 
00033,20150102.0810/ 
00034,20150102.0815/ 
00034,20150102.0820/ 
00033,20150102.0825/ 
00034,20150102.0830/ 
00034,20150102.0835/ 
00034,20150102.0840/ 
00034,20150102.0845/ 
00034,20150102.0850/ 
00034,20150102.0855/ 
00034,20150102.0900/ 
00034,20150102.0905/ 
00035,20150102.0910/ 
00036,20150102.0915/ 
00036,20150102.0920/ 
00037,20150102.0925/ 
00037,20150102.0930/ 
00038,20150102.0935/ 
00038,20150102.0940/ 
00039,20150102.0945/ 
00039,20150102.0950/ 
00040,20150102.0955/ 
00040,20150102.1000/ 
00040,20150102.1005/ 
00040,20150102.1010/ 
00040,20150102.1015/ 
00040,20150102.1020/ 
00040,20150102.1025/ 
00040,20150102.1030/ 
00040,20150102.1035/ 
00040,20150102.1040/ 
00040,20150102.1045/ 
00040,20150102.1050/ 
00040,20150102.1055/ 
00040,20150102.1100/ 
00040,20150102.1105/ 
00040,20150102.1110/ 
00041,20150102.1115/ 
00041,20150102.1120/ 
00042,20150102.1125/ 
00042,20150102.1130/ 
00043,20150102.1135/ 
00043,20150102.1140/ 
00044,20150102.1145/ 
00044,20150102.1150/ 
00045,20150102.1155/ 
00045,20150102.1200/ 
00045,20150102.1205/ 
00046,20150102.1210/ 
00046,20150102.1215/ 
00045,20150102.1220/ 
00045,20150102.1225/ 
00046,20150102.1230/ 
00046,20150102.1235/ 
00046,20150102.1240/ 
00046,20150102.1245/ 
00046,20150102.1250/ 
00047,20150102.1255/ 
00047,20150102.1300/ 
00047,20150102.1305/ 
00047,20150102.1310/ 
00048,20150102.1315/ 
00048,20150102.1320/ 
00048,20150102.1325/ 
00048,20150102.1330/ 
00048,20150102.1335/ 
00049,20150102.1340/ 
00049,20150102.1345/ 
00049,20150102.1350/ 
00049,20150102.1355/ 
00049,20150102.1400/ 
00049,20150102.1405/ 
00050,20150102.1410/ 
00050,20150102.1415/ 
