#DEPARTMENT OF TRANSPORT- FREMANTLE
#WATER LEVEL OBSERVATIONS
#Data File Name: MHMAN02_01_2007
#THE DATA SPANS THE PERIOD (YYYYMMDD) FROM 20070221 TO 20071231
#LOCATION: Mandurah (Ocean Marina)
#Station Status: Updated
#Lat: -32.521944 Long: 115.714167
#Time Zone: Australian Western Standard Time
#Vertical Datum: Chart datum  which is  2.682 m below Benchmark MAN TIDAL 02
#National Station ID: NA
#Site Description: South west corner of Mandurah ocean marina.
#Tide Gauge Sensor: Float/Pulley assembly, stilling well
#Sensor Details: In house, NA
#Bad or Unavailable Data Value:   -9999
#Contact Email:  tides@transport.wa.gov.au
#Unit of Height Observations: cm    Sampling Rate (min): 5
#
H(cm),YYYYMMDD.hhmm/
-9999,20070221.1200/
-9999,20070221.1205/
-9999,20070221.1210/
-9999,20070221.1215/
-9999,20070221.1220/
-9999,20070221.1225/
-9999,20070221.1230/
   60,20070221.1235/
   62,20070221.1240/
   64,20070221.1245/
   65,20070221.1250/
   65,20070221.1255/
   64,20070221.1300/
   65,20070221.1305/
   65,20070221.1310/
   65,20070221.1315/
   65,20070221.1320/
   65,20070221.1325/
   66,20070221.1330/
   64,20070221.1335/
   63,20070221.1340/
   63,20070221.1345/
   63,20070221.1350/
   62,20070221.1355/
   61,20070221.1400/
   62,20070221.1405/
   62,20070221.1410/
   64,20070221.1415/
   63,20070221.1420/
   63,20070221.1425/
   63,20070221.1430/
   63,20070221.1435/
   63,20070221.1440/
   63,20070221.1445/
   63,20070221.1450/
   62,20070221.1455/
   60,20070221.1500/
   59,20070221.1505/
   59,20070221.1510/
   59,20070221.1515/
   59,20070221.1520/
   59,20070221.1525/
   59,20070221.1530/
   59,20070221.1535/
   60,20070221.1540/
   58,20070221.1545/
   56,20070221.1550/
   54,20070221.1555/
   55,20070221.1600/
   56,20070221.1605/
   53,20070221.1610/
   52,20070221.1615/
   53,20070221.1620/
   55,20070221.1625/
   56,20070221.1630/
   54,20070221.1635/
   54,20070221.1640/
   56,20070221.1645/
   56,20070221.1650/
   54,20070221.1655/
   52,20070221.1700/
   52,20070221.1705/
   52,20070221.1710/
   50,20070221.1715/
   49,20070221.1720/
   49,20070221.1725/
   47,20070221.1730/
   48,20070221.1735/
   49,20070221.1740/
   48,20070221.1745/
   49,20070221.1750/
   47,20070221.1755/
   47,20070221.1800/
   48,20070221.1805/
   51,20070221.1810/
   52,20070221.1815/
   51,20070221.1820/
   52,20070221.1825/
   52,20070221.1830/
   53,20070221.1835/
   52,20070221.1840/
   52,20070221.1845/
   52,20070221.1850/
   52,20070221.1855/
   52,20070221.1900/
   51,20070221.1905/
   51,20070221.1910/
   51,20070221.1915/
   49,20070221.1920/
   47,20070221.1925/
   47,20070221.1930/
   47,20070221.1935/
   46,20070221.1940/
   47,20070221.1945/
   47,20070221.1950/
   47,20070221.1955/
   48,20070221.2000/
   48,20070221.2005/
   48,20070221.2010/
   50,20070221.2015/
   50,20070221.2020/
   51,20070221.2025/
   49,20070221.2030/
   49,20070221.2035/
   49,20070221.2040/
   48,20070221.2045/
   50,20070221.2050/
   49,20070221.2055/
   49,20070221.2100/
   48,20070221.2105/
   47,20070221.2110/
   46,20070221.2115/
   45,20070221.2120/
   45,20070221.2125/
   46,20070221.2130/
   44,20070221.2135/
   42,20070221.2140/
   44,20070221.2145/
   45,20070221.2150/
   45,20070221.2155/
   42,20070221.2200/
   42,20070221.2205/
   43,20070221.2210/
